mse_b_w_F_test1_1,mse_b_w_F_test1_2,mse_b_w_F_test1_3,mse_b_w_F_test1_4,mse_b_w_F_test1_5,mse_b_w_F_avg
5.038467775154125, 6.383975176789723, 2.090191484302091, 0.5366199581117987, 0.7497873618399898
