,Unnamed: 0,theta,x,y
0,0,0.0,0.0,0.0
1,1,-1.94,3.9697554456524737,0.044064744553103545
2,2,-4.65,12.772543190012096,-0.15824177474876824
3,3,-2.9,22.820915259895937,-0.8567535822211474
4,4,-1.74,33.316262762906796,-1.2802872775083711
5,5,-1.55,43.95915915081595,-1.4821696101440816
6,6,-0.77,53.89154430355106,-1.6419356194422807
7,7,-1.74,64.53244279372228,-1.6638290401844276
8,8,-0.39,75.17545017595022,-1.8757107568142248
9,9,-0.58,85.39548658381959,-1.822270866992167
10,10,-0.77,95.46608720337154,-1.8204928119221466
11,11,-0.77,105.96699431762555,-1.8439401531271238
12,12,-1.16,116.46790143187955,-1.867387494332101
13,13,-1.36,126.26951763246012,-1.9586007418157485
14,14,-1.16,136.34156117815613,-2.086814678668857
15,15,-1.16,146.84324525264157,-2.1802577078324417
16,16,-0.77,156.77485344514528,-2.2700280291720323
17,17,-0.77,166.7057956717363,-2.2998020465471036
18,18,-0.97,176.78661766391988,-2.3179117651464836
19,19,-1.16,187.1479773795318,-2.3829105627906366
20,20,-1.36,197.49967069410593,-2.4780185067358254
21,21,-1.55,207.86169637563043,-2.603013608344501
22,22,-1.74,217.93407290428274,-2.7612256971798694
23,23,-1.94,227.726799664057,-2.9525437789231597
24,24,-0.97,237.79995315294073,-3.1807515557171366
25,25,-1.36,248.02121049831663,-3.237304889830033
26,26,-0.97,257.81327129217823,-3.3686266676088024
27,27,-0.97,267.74443550740676,-3.4183994529720456
28,28,-0.58,277.6757107169542,-3.4781716223293753
29,29,-0.19,287.8963020964174,-3.4747286524777525
30,30,-1.16,297.9760141454133,-3.3928445311362636
31,31,-0.77,308.47769821989874,-3.4862875602998487
32,32,0.19,318.2686490705725,-3.5176154981377485
33,33,-0.58,328.19759339942567,-3.3674006036192554
34,34,-0.19,338.1380910327357,-3.3570660906992056
35,35,-0.19,348.637888203802,-3.2805195919633143
36,36,0.19,358.8575916287151,-3.1970815501589946
37,37,0.0,369.2166204636327,-3.0520932839273263
38,38,-0.39,379.1460087697609,-2.9418759253851814
39,39,0.0,389.64613892378355,-2.8953275786315498
40,40,0.19,399.7255179898231,-2.7834453053078
41,41,0.0,410.0844358304219,-2.6284576550820447
42,42,0.0,419.7338413847158,-2.5213481374655577
43,43,0.0,429.38324693900955,-2.4142386198490726
44,44,0.58,439.17264386922056,-2.3055751817697567
45,45,0.77,449.5308957439068,-2.0905912275794796
46,46,-0.39,459.17885837205654,-1.8534897180398655
47,47,0.0,469.10891264409736,-1.80326866346224
48,48,-0.97,478.048361934811,-1.7040397424786766
49,49,0.58,487.9896365283525,-1.7637009175172338
50,50,0.19,498.7677515364716,-1.534055817944381
51,51,-0.58,509.26677174730645,-1.387513631249882
52,52,0.39,519.0672780046992,-1.3787330387926602
53,53,-0.19,528.5659158388503,-1.2032927479991704
54,54,0.19,538.2157653704193,-1.1361807663590326
55,55,0.19,548.1547090832664,-0.9858548775217653
56,56,-0.39,557.9437730305211,-0.8471932874601897
57,57,0.39,567.8739382968809,-0.806971616876651
58,58,0.0,577.8125490267718,-0.6266475760571248
59,59,-0.19,587.3219632051483,-0.5210919789034687
60,60,-0.19,597.5316672460672,-0.4377649314179237
61,61,0.39,607.611490289382,-0.3658801940705212
62,62,0.19,617.69009239519,-0.1840022327881652
63,63,0.19,627.3391649665274,-0.04689456318941776
64,64,0.39,637.1281179194634,0.10176641086624638
65,65,0.39,647.0568402596789,0.2719800733729114
66,66,-0.19,656.8454602296584,0.4506391994108343
67,67,-0.39,666.3552073909915,0.5261966445822317
68,68,-1.36,676.155380665428,0.5649753890217122
69,69,-0.58,686.087321840888,0.4452069156998606
70,70,-0.97,696.2979138363572,0.44853889123271085
71,71,-0.19,706.5191711817331,0.3919855571198134
72,72,-1.16,716.8788659825634,0.47697751938696165
73,73,-0.58,726.6704827991498,0.3856532775845407
74,74,-1.16,736.4609896725485,0.3943228757229873
75,75,-0.77,746.6826909951996,0.2977720056337434
76,76,-1.74,756.613522227472,0.2779973722527611
77,77,-0.39,766.6863427333992,0.07978774744104378
78,78,-0.58,777.0464815115047,0.12478217373184641
79,79,-0.58,787.2669618966491,0.138224527577556
80,80,-1.36,797.7675360279469,0.14477533835483847
81,81,-1.36,808.2696640797074,0.01133477321490517
82,82,-0.39,818.6316897612319,-0.1136603283937685
83,83,-0.19,828.7018464035086,-0.07188473734740164
84,84,-0.39,838.7816694468233,1.7763568394002505e-15
