,Unnamed: 0,theta,x,y
0,255,0.0,0.0,0.0
1,256,-2.13,2.97991990976649,-0.021847914712267342
2,257,-6.58,10.77758413826047,-0.3690259377283638
3,258,-6.58,20.63896094585217,-1.5813573522732889
4,259,-3.29,30.640260675665413,-2.8047149101596176
5,260,-1.74,40.83566094745668,-3.469480506410408
6,261,-2.13,50.7631946150968,-3.8422743876261007
7,262,-1.36,61.250053395872875,-4.3091714984115415
8,263,-1.74,71.74793831999035,-4.6361456869754445
9,264,-1.74,81.39555282803737,-4.9968870127491565
10,265,-1.16,91.1830902583059,-5.368654481864272
11,266,-0.97,101.53127247441111,-5.654530018214248
12,267,-0.97,111.46975897024261,-5.897400708449228
13,268,-0.58,121.39824573483327,-6.140198083534167
14,269,-0.19,131.32724570547424,-6.312997339933316
15,270,0.19,141.54675108814942,-6.417924616997869
16,271,0.0,151.62670012435333,-6.461827094516883
17,272,0.19,161.41643700912311,-6.533602626407184
18,273,0.0,171.206393839343,-6.575378964575004
19,274,-0.19,180.7161382493696,-6.645101672264152
20,275,0.77,190.5056551886893,-6.746876397876934
21,276,1.36,200.58641069154362,-6.680781831746849
22,277,0.19,210.5178300621359,-6.523589957198703
23,278,0.97,220.44785644487743,-6.556392976226271
24,279,0.97,230.94882060529667,-6.463378452675433
25,280,0.97,241.73992360199992,-6.352490605994135
26,281,0.39,252.10089152504756,-6.258449670342721
27,282,0.77,262.6011225339663,-6.265432459200155
28,283,0.77,272.8118745429515,-6.200290990020605
29,284,0.97,283.1726225205489,-6.136249248091672
30,285,1.16,293.2535979688534,-6.040155488239106
31,286,1.16,303.7548553898728,-5.90714203972496
32,287,0.97,313.54605857764335,-5.778922946798717
33,288,1.55,323.61703429470697,-5.682755871796109
34,289,0.77,333.8388124470335,-5.477691480395021
35,290,0.58,344.19956042463104,-5.413649738466089
36,291,1.55,354.27002293564436,-5.387480782149271
37,292,0.97,364.06166601431516,-5.199263301778066
38,293,0.97,374.2827110151413,-5.094196222785248
39,294,0.58,384.49368296957647,-4.999055559883217
40,295,1.74,394.1441567684751,-4.9698073672646705
41,296,1.55,403.9360197925961,-4.751590693170984
42,297,0.77,413.5877399490454,-4.552347069458376
43,298,1.16,423.3784299307657,-4.494126095217924
44,299,1.16,433.3096293559079,-4.366933414392259
45,300,1.74,443.39082474966256,-4.2408404608172106
46,301,1.55,453.1727613576927,-4.012550740332656
47,302,1.36,463.2544699574975,-3.816459668071818
48,303,1.36,473.4660284331331,-3.6413211552431695
49,304,1.94,483.537444041097,-3.485155692795599
50,305,2.13,493.3296003258181,-3.226940093738604
51,306,1.94,503.40211566103267,-2.920778662678626
52,307,1.94,513.0442759771413,-2.6614633363710136
53,308,2.32,522.9764284992341,-2.4042741494145954
54,309,1.36,532.7690979900054,-2.0760604316718103
55,310,1.94,542.5605211232262,-1.9178421450230867
56,311,0.39,552.492673645319,-1.660652958066669
57,312,0.58,562.8429086856254,-1.6665360196734853
58,313,0.58,573.0634404804011,-1.6314670593664578
59,314,0.58,583.0039064852838,-1.6043450060991047
60,315,0.97,592.6543802841824,-1.5750968134805579
61,316,0.97,602.8653522386176,-1.4799561505785266
62,317,0.77,612.946327686922,-1.3838623907259606
63,318,0.39,622.877013906014,-1.3266678285860842
64,319,0.19,632.9572562028179,-1.33057138114179
65,320,0.39,643.027278822931,-1.3644008122699343
66,321,0.58,653.6775058004622,-1.3724833283779856
67,322,0.58,664.1779567548311,-1.3494669235129377
68,323,0.19,674.3884888183661,-1.3143246480558703
69,324,0.39,684.4684378545701,-1.3582271255748832
70,325,0.58,694.548680151374,-1.3621306781305877
71,326,0.97,704.759138899759,-1.3369881339143466
72,327,0.97,714.700118110692,-1.2398679619612043
73,328,1.55,724.3510318004908,-1.150621381897694
74,329,0.19,733.5726168832844,-0.9682246692149699
75,330,1.36,744.072627946753,-1.005206651794884
76,331,0.97,755.134236893009,-0.8263001954789084
77,332,0.58,765.355208578685,-0.7312328477269192
78,333,0.97,775.5757403734608,-0.6961638874198908
79,334,0.39,785.6467160905245,-0.5999968124172836
80,335,1.16,795.2968966288229,-0.6107475447620452
81,336,1.16,805.2380957852059,-0.48362817908642075
82,337,1.55,815.1693685254982,-0.34643576701992806
83,338,1.36,824.961011604169,-0.15821828664872406
84,339,1.16,834.7524347373898,-8.881784197001252e-16
