ep,vl,vr,e
0.35,-0.04,0.00
0.29,0.11,0.20
0.04,0.33,0.50
-0.11,0.58,0.74
-0.18,0.86,0.97
-0.14,1.09,1.12
0.01,1.29,1.23
0.12,1.45,1.35
0.08,1.52,1.46
-0.02,1.60,1.59
-0.07,1.70,1.67
-0.19,1.74,1.72
-0.07,1.77,1.71
0.01,1.84,1.75
-0.02,1.81,1.76
0.01,1.85,1.81
-0.01,1.82,1.81
0.09,1.87,1.79
0.16,1.92,1.81
0.15,1.92,1.85
0.01,1.87,1.88
-0.10,1.88,1.90
-0.06,1.90,1.88
0.11,1.94,1.89
0.23,1.93,1.89
0.13,1.95,1.91
0.08,1.92,1.93
0.10,1.89,1.92
0.02,1.84,1.86
-0.02,1.89,1.93
0.05,1.93,1.94
0.18,1.96,1.93
0.22,1.99,1.99
-0.02,1.99,2.03
-0.21,1.99,2.06
0.11,2.08,2.01
0.31,2.10,1.99
0.20,2.02,1.99
0.02,1.98,2.03
-0.12,1.98,2.05
-0.01,2.04,2.04
0.12,2.08,2.03
0.19,2.06,2.00
0.20,2.03,2.00
0.16,2.00,2.00
0.11,1.98,2.02
0.09,1.97,2.04
0.02,1.93,2.03
-0.08,1.95,2.00
-0.04,1.98,2.00
-0.11,2.02,2.00
0.06,2.06,2.00
0.17,2.07,1.98
0.32,2.05,1.97
0.18,2.02,2.01
-0.13,2.00,2.05
-0.19,2.02,2.06
-0.13,2.05,2.01
0.00,2.06,1.97
0.12,2.03,1.93
0.12,2.00,1.95
0.04,1.98,1.96
0.10,2.01,1.97
0.08,2.01,1.93
0.04,2.00,1.95
0.01,1.94,1.92
-0.05,1.91,1.91
0.10,1.93,1.89
0.15,1.93,1.91
0.03,1.94,1.97
-0.06,1.95,1.98
0.08,1.96,1.94
0.21,1.97,1.87
0.23,1.92,1.86
0.11,1.89,1.91
-0.03,1.83,1.91
-0.06,1.85,1.90
-0.01,1.90,1.90
-0.04,1.90,1.92
0.03,1.94,1.92
0.06,1.95,1.91
0.06,1.94,1.93
0.02,1.95,1.97
-0.09,1.94,1.99
-0.14,1.97,2.03
