,Unnamed: 0,Unnamed: 0.1,theta,x,y
0,0,170,0.0,0.0,0.0
1,1,171,0.0,0.0,0.0
2,2,172,0.0,0.2799813943821814,-0.0032278165699732
3,3,173,0.0,0.2799813943821814,-0.0032278165699732
4,4,174,-0.19,4.909673737201825,-0.0566020691377452
5,5,175,-0.96,13.89873052648294,-0.1902360434074773
6,6,176,-1.34,24.28608037938997,-0.4799997977181664
7,7,177,-1.72,34.392641883772335,-0.8365310840544276
8,8,178,-1.15,43.22894194043158,-1.2084199232035435
9,9,179,-1.15,49.67701471761363,-1.4127663451535832
10,10,180,-0.57,55.71523001789927,-1.6023869858982267
11,11,181,-0.19,62.17410908473746,-1.7368533384159344
12,12,182,-0.0,69.61326886940293,-1.8526190423876003
13,13,183,-0.0,76.35282100560259,-1.930317198393385
14,14,184,-0.19,83.7923266277577,-2.016084895824103
15,15,185,-0.57,91.93155517754182,-2.1299208057070524
16,16,186,0.38,99.66011929628706,-2.299026282980152
17,17,187,1.34,106.82021991987604,-2.3315694862726497
18,18,188,-0.0,114.82176335573337,-2.2438047775976258
19,19,189,-0.77,122.40125967507956,-2.33118638331333
20,20,190,-0.57,130.1195938999847,-2.5201752524505148
21,21,191,0.57,137.6981679860252,-2.687551542275414
22,22,192,0.96,144.71850847074955,-2.6984821662556264
23,23,193,1.15,151.59943465409884,-2.6578022043826057
24,24,194,1.53,159.1806601608932,-2.59519377739357
25,25,195,1.92,167.6027520841399,-2.46227411600526
26,26,196,1.92,175.1851303825664,-2.2996723338797307
27,27,197,2.3,181.64723726597452,-2.154157292015257
28,28,198,2.87,189.36029860105785,-1.933058125929605
29,29,199,3.64,196.9441755286061,-1.6404649821266348
30,30,200,4.98,202.68794416331653,-1.3466591433197106
31,31,201,5.36,208.85375991453805,-0.8777069901220578
32,32,202,4.6,215.0100374468988,-0.3686422157065947
33,33,203,4.41,221.58559539585343,0.0755848207720131
34,34,204,4.6,228.4512493538672,0.5264680970310831
35,35,205,4.41,235.31713387020736,0.997350044317452
36,36,206,4.02,242.04268185186683,1.43984789334786
37,37,207,3.26,248.2073448114562,1.8088066914090184
38,38,208,2.87,254.94127822034432,2.111198564085121
39,39,209,3.45,262.0949531624793,2.388750040878967
40,40,210,2.68,268.5490204561484,2.7043690656386925
41,41,211,3.06,275.84245553714806,2.960307963120252
42,42,212,3.64,282.71614908490085,3.24108725648407
43,43,213,3.83,289.5907648659593,3.6018612339570844
44,44,214,4.21,296.03529394076764,3.95759287993462
45,45,215,4.6,302.2101867941971,4.346435069859865
46,46,216,4.98,308.92596599866937,4.809046869080783
47,47,217,3.45,315.93253288717995,5.338310921164062
48,48,218,2.87,323.9275353624199,5.72617097441178
49,49,219,2.11,332.341818254254,6.049193289722641
50,50,220,2.11,339.6444457166248,6.235021559445443
51,51,221,0.77,346.2367745200368,6.3990366432154415
52,52,222,-0.57,352.5573920771321,6.416174231687461
53,53,223,0.19,359.8559847687904,6.252025758432535
54,54,224,0.96,367.155845531244,6.19786997582775
55,55,225,1.15,374.59673450335777,6.232094304560825
56,56,226,0.57,382.3180659865064,6.303088158778524
57,57,227,-0.38,390.0383599571862,6.284087993373377
58,58,228,-0.57,397.4772891835253,6.148323618374414
59,59,229,-1.15,404.64600579266937,5.99567310975491
60,60,230,-1.53,411.65392607945256,5.774871719151274
61,61,231,-2.3,418.1115370754954,5.530412675983425
62,62,232,-2.3,424.2782451083367,5.209302044439565
63,63,233,-2.68,430.4549524766916,4.888076133732493
64,64,234,-2.49,437.0409409261269,4.502127764251779
65,65,235,-2.49,443.7671506310797,4.1345641575133785
66,66,236,-2.87,450.7832257867652,3.753658119528139
67,67,237,-2.87,457.5088590959019,3.336097835221492
68,68,238,-2.11,465.35372630758815,2.8456302715530546
69,69,239,-1.53,473.0699855075554,2.47665336317018
70,70,240,-0.57,480.21732009571366,2.204241386713312
71,71,241,-0.57,487.236046672153,2.0533200655420085
72,72,242,-1.53,493.8348011570191,1.9072404692256653
73,73,243,-1.15,499.7325646434608,1.6792363947114106
74,74,244,-1.15,505.6209051902049,1.5013442769286165
75,75,245,-1.53,511.7989959085184,1.3001103923853377
76,76,246,-0.96,518.1166162073702,1.0572652575024728
77,77,247,-1.53,524.7049102400697,0.8713035982947455
78,78,248,-1.92,532.0022348609327,0.5971624343896771
79,79,249,-0.77,540.1385814316366,0.2333431366654945
80,80,250,-0.77,546.8770960553672,0.0656509610368658
81,81,251,0.19,553.4756199819069,-0.1004273063067771
82,82,252,0.96,560.4953840708151,-0.1613546078552366
83,83,253,1.72,567.7962823457376,-0.1255163708371753
84,84,254,1.72,574.2581586708194,0.0
