,theta,x,y
85,2.68,2.24,0.0
86,2.3,6.17,0.18
87,1.72,13.04,0.46
88,2.68,19.35,0.65
89,0.96,26.21,0.97
90,1.72,34.63,1.11
91,2.3,41.22,1.31
92,4.98,46.55,1.52
93,-0.38,52.98,2.08
94,2.68,59.99,2.04
95,3.83,66.72,2.35
96,-0.57,73.86,2.83
97,2.87,80.59,2.76
98,-0.77,87.45,3.1
99,1.53,93.91,3.02
100,1.15,100.92,3.21
101,0.0,107.93,3.35
102,0.0,114.95,3.35
103,-0.38,121.12,3.35
104,1.53,126.73,3.31
105,-0.19,133.88,3.5
106,0.96,140.9,3.48
107,0.57,147.63,3.59
108,2.49,153.52,3.65
109,0.38,159.83,3.92
110,2.11,165.58,3.96
111,-0.19,172.31,4.21
112,0.19,179.61,4.18
113,0.0,186.48,4.21
114,1.34,191.95,4.21
115,-0.19,198.96,4.37
116,0.96,205.42,4.35
117,-0.38,212.29,4.46
118,-0.38,219.02,4.42
119,-0.38,226.04,4.37
120,-0.77,233.05,4.33
121,-0.19,240.21,4.23
122,-0.38,246.8,4.21
123,0.96,253.11,4.17
124,-0.19,259.0,4.26
125,1.53,264.76,4.24
126,1.34,271.35,4.42
127,-0.57,278.92,4.6
128,0.77,285.79,4.53
129,0.77,292.81,4.62
130,0.77,300.1,4.72
131,0.38,306.56,4.81
132,1.53,312.73,4.85
133,0.77,319.18,5.02
134,0.77,326.75,5.12
135,0.96,334.19,5.22
136,0.57,341.48,5.34
137,-0.77,347.51,5.4
138,1.34,353.55,5.32
139,0.96,360.28,5.48
140,1.91,366.87,5.59
141,1.53,374.16,5.83
142,-0.19,381.31,6.02
143,0.38,388.47,6.0
144,1.53,395.76,6.05
145,1.53,403.34,6.25
146,0.57,410.21,6.44
147,1.34,416.94,6.5
148,1.15,424.09,6.67
149,1.72,431.25,6.81
150,1.72,438.82,7.04
151,1.34,445.55,7.24
152,0.77,451.86,7.39
153,2.68,457.47,7.47
154,-0.57,464.06,7.77
155,1.91,470.09,7.71
156,0.0,477.38,7.96
157,-0.38,484.96,7.96
158,1.15,491.97,7.91
159,1.15,499.27,8.06
160,0.96,505.58,8.18
161,2.3,511.61,8.28
162,-0.57,517.36,8.51
163,0.57,523.53,8.45
164,0.77,530.68,8.52
165,1.72,537.56,8.62
166,-0.57,544.29,8.82
167,3.06,550.04,8.76
168,-1.34,556.34,9.1
169,2.3,561.81,8.97
