,theta,x,y
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,1.16,3.69,0.0
176,1.36,6.39,0.05
177,1.94,11.07,0.17
178,2.52,21.14,0.51
179,2.71,32.34,1.0
180,2.71,36.59,1.2
181,2.9,40.14,1.37
182,2.9,50.34,1.88
183,2.9,60.83,2.42
184,2.71,64.94,2.63
185,2.71,67.49,2.75
186,2.71,76.0,3.15
187,3.1,86.77,3.66
188,4.07,95.13,4.11
189,4.84,95.98,4.17
190,4.65,104.89,4.93
191,5.03,115.92,5.82
192,5.81,119.88,6.17
193,6.78,120.87,6.27
194,8.52,128.9,7.23
195,7.55,136.9,8.42
196,7.55,141.4,9.02
197,6.78,151.39,10.35
198,6.78,155.34,10.81
199,6.58,159.14,11.27
200,6.39,169.43,12.45
201,6.0,177.33,13.34
202,6.58,181.14,13.74
203,6.39,190.87,14.86
204,6.39,194.54,15.27
205,6.58,197.78,15.64
206,6.0,207.79,16.79
207,5.23,218.8,17.95
208,4.84,222.47,18.28
209,3.48,226.01,18.58
210,2.52,236.07,19.2
211,2.32,246.98,19.68
212,2.32,251.24,19.85
213,2.71,255.21,20.01
214,3.29,264.99,20.47
215,3.29,272.92,20.93
216,2.71,277.32,21.18
217,2.32,286.96,21.64
218,2.32,290.93,21.8
219,2.52,295.61,21.99
220,1.94,305.67,22.43
221,1.94,316.74,22.8
222,2.32,320.71,22.94
223,2.52,324.25,23.08
224,2.71,334.32,23.53
225,2.9,342.4,23.91
226,3.1,347.08,24.15
227,2.71,357.0,24.68
228,3.1,367.77,25.19
229,3.48,371.74,25.41
230,3.87,375.99,25.67
231,4.26,385.61,26.32
232,4.26,396.09,27.1
233,4.07,399.91,27.38
234,5.81,402.6,27.57
235,6.58,412.2,28.55
236,6.2,416.43,29.04
237,6.0,419.96,29.42
238,5.42,429.98,30.47
239,5.23,440.86,31.51
240,4.65,444.67,31.86
241,4.45,447.92,32.12
242,3.87,457.69,32.88
243,3.87,468.45,33.61
244,3.68,472.55,33.89
245,5.23,475.67,34.09
246,5.03,485.14,34.95
247,5.23,496.02,35.91
248,5.61,499.98,36.27
249,5.23,504.5,36.72
250,5.03,514.82,37.66
251,4.45,518.63,38.0
252,4.65,521.32,38.21
253,4.84,531.37,39.02
254,4.07,542.4,39.96
