mse_w_p_L_test1_1,mse_w_p_L_test1_2,mse_w_p_L_test1_3,mse_w_p_L_test1_4,mse_w_p_L_test1_5,mse_w_p_L_avg
12.895349782993767, 1.5337538090961804, 4.612106280007923, 0.8475057146775501, 14.792760400236311
