mse_w_b_L_test1_1,mse_w_b_L_test1_2,mse_w_b_L_test1_3,mse_w_b_L_test1_4,mse_w_b_L_test1_5,mse_w_b_L_avg
3.862504526959773, 4.770784116391019, 9.293439168089005, 17.25448716053783, 1.1497037891925224
