mse_w_p_F_test1_1,mse_w_p_F_test1_2,mse_w_p_F_test1_3,mse_w_p_F_test1_4,mse_w_p_F_test1_5,mse_w_p_F_avg
10.888100581590317, 50.69533278325838, 3.4876720159748062, 4.844642239558196, 22.520446424741056
