mse_p_p_F_test1_1,mse_p_p_F_test1_2,mse_p_p_F_test1_3,mse_p_p_F_test1_4,mse_p_p_F_test1_5,mse_p_p_F_avg
20.391827053364658, 59.630559884369006, 2.220517119546478, 8.060919229955964, 41.16029848429834
