mse_p_b_L_test1_1,mse_p_b_L_test1_2,mse_p_b_L_test1_3,mse_p_b_L_test1_4,mse_p_b_L_test1_5,mse_p_b_L_avg
0.7911507438169645, 3.9444603610596767, 0.7455327257405512, 5.516066053660311, 3.6380118244205653
