ep,vl,vr,e
0.95,0.00,-0.02
0.82,0.00,0.16
0.28,0.02,0.43
-0.79,0.08,0.80
-0.87,0.38,0.84
-0.22,0.80,0.72
0.61,1.06,0.69
0.59,1.07,0.87
-0.26,0.98,1.12
-0.76,1.02,1.22
-0.37,1.20,1.09
0.52,1.38,0.99
0.61,1.36,1.05
0.07,1.21,1.24
-0.49,1.17,1.36
-0.41,1.27,1.30
0.09,1.42,1.20
0.41,1.48,1.20
0.09,1.36,1.30
-0.32,1.31,1.40
-0.24,1.35,1.36
0.13,1.42,1.27
0.32,1.41,1.26
0.20,1.35,1.28
-0.15,1.30,1.37
-0.26,1.32,1.37
-0.03,1.38,1.32
0.33,1.46,1.28
0.34,1.43,1.28
-0.05,1.34,1.36
-0.25,1.31,1.39
-0.11,1.35,1.33
0.18,1.38,1.29
0.25,1.39,1.27
0.08,1.35,1.36
-0.10,1.28,1.36
-0.23,1.32,1.39
0.09,1.44,1.37
0.32,1.49,1.36
0.27,1.43,1.41
-0.04,1.39,1.47
-0.18,1.37,1.47
-0.07,1.40,1.42
0.17,1.46,1.39
0.15,1.46,1.42
-0.08,1.41,1.47
-0.04,1.41,1.44
0.13,1.45,1.41
0.10,1.44,1.41
0.03,1.39,1.41
-0.02,1.39,1.43
-0.04,1.39,1.40
0.17,1.44,1.40
0.33,1.45,1.36
0.02,1.40,1.45
-0.25,1.34,1.46
-0.14,1.39,1.41
0.18,1.47,1.35
0.30,1.46,1.34
0.14,1.37,1.35
-0.12,1.31,1.38
-0.14,1.31,1.38
0.07,1.37,1.35
0.19,1.37,1.34
0.12,1.36,1.35
0.06,1.35,1.38
0.08,1.38,1.38
-0.07,1.38,1.41
-0.15,1.41,1.43
0.09,1.46,1.42
0.17,1.41,1.36
0.10,1.37,1.37
-0.08,1.38,1.41
-0.07,1.38,1.41
0.10,1.40,1.37
0.12,1.38,1.33
0.03,1.37,1.37
-0.13,1.37,1.39
-0.08,1.40,1.38
0.18,1.42,1.30
0.21,1.40,1.28
-0.03,1.36,1.34
-0.19,1.32,1.38
-0.10,1.34,1.32
0.14,1.41,1.30
