,theta,x,y
255,0.0,0.0,0.0
256,-2.13,2.98,0.0
257,-6.58,10.78,-0.29
258,-6.58,20.65,-1.43
259,-3.29,30.66,-2.58
260,-1.74,40.86,-3.17
261,-2.13,50.79,-3.47
262,-1.36,61.28,-3.86
263,-1.74,71.78,-4.11
264,-1.74,81.43,-4.4
265,-1.16,91.22,-4.7
266,-0.97,101.57,-4.91
267,-0.97,111.51,-5.08
268,-0.58,121.44,-5.25
269,-0.19,131.37,-5.35
270,0.19,141.59,-5.38
271,0.0,151.67,-5.35
272,0.19,161.46,-5.35
273,0.0,171.25,-5.32
274,-0.19,180.76,-5.32
275,0.77,190.55,-5.35
276,1.36,200.63,-5.21
277,0.19,210.56,-4.98
278,0.97,220.49,-4.94
279,0.97,230.99,-4.77
280,0.97,241.78,-4.58
281,0.39,252.14,-4.41
282,0.77,262.64,-4.34
283,0.77,272.85,-4.2
284,0.97,283.21,-4.06
285,1.16,293.29,-3.89
286,1.16,303.79,-3.68
287,0.97,313.58,-3.48
288,1.55,323.65,-3.31
289,0.77,333.87,-3.03
290,0.58,344.23,-2.89
291,1.55,354.3,-2.79
292,0.97,364.09,-2.53
293,0.97,374.31,-2.35
294,0.58,384.52,-2.18
295,1.74,394.17,-2.08
296,1.55,403.96,-1.79
297,0.77,413.61,-1.52
298,1.16,423.4,-1.39
299,1.16,433.33,-1.19
300,1.74,443.41,-0.99
301,1.55,453.19,-0.69
302,1.36,463.27,-0.42
303,1.36,473.48,-0.17
304,1.94,483.55,0.06
305,2.13,493.34,0.39
306,1.94,503.41,0.77
307,1.94,513.05,1.1
308,2.32,522.98,1.43
309,1.36,532.77,1.83
310,1.94,542.56,2.06
311,0.39,552.49,2.39
312,0.58,562.84,2.46
313,0.58,573.06,2.57
314,0.58,583.0,2.67
315,0.97,592.65,2.77
316,0.97,602.86,2.94
317,0.77,612.94,3.11
318,0.39,622.87,3.24
319,0.19,632.95,3.31
320,0.39,643.02,3.35
321,0.58,653.67,3.42
322,0.58,664.17,3.52
323,0.19,674.38,3.63
324,0.39,684.46,3.66
325,0.58,694.54,3.73
326,0.97,704.75,3.83
327,0.97,714.69,4.0
328,1.55,724.34,4.16
329,0.19,733.56,4.41
330,1.36,744.06,4.45
331,0.97,755.12,4.71
332,0.58,765.34,4.88
333,0.97,775.56,4.99
334,0.39,785.63,5.16
335,1.16,795.28,5.22
336,1.16,805.22,5.42
337,1.55,815.15,5.63
338,1.36,824.94,5.89
339,1.16,834.73,6.12
