mse_b_b_L_test1_1,mse_b_b_L_test1_2,mse_b_b_L_test1_3,mse_b_b_L_test1_4,mse_b_b_L_test1_5,mse_b_b_L_avg
5.796519195635603, 6.095963529519424, 8.338209319960797, 4.323564499088096, 5.020617026940112
