ep,vl,vr,e
0.34,0.00,0.00
0.31,0.02,0.12
0.11,0.14,0.28
-0.06,0.35,0.48
-0.21,0.54,0.66
-0.20,0.75,0.81
0.02,0.94,0.87
0.09,1.05,0.96
0.06,1.14,1.04
0.01,1.19,1.14
-0.08,1.24,1.19
-0.20,1.29,1.25
-0.20,1.33,1.26
-0.08,1.34,1.25
-0.01,1.38,1.28
-0.01,1.38,1.30
0.00,1.36,1.30
0.05,1.37,1.32
0.12,1.38,1.30
0.09,1.36,1.32
0.07,1.33,1.29
0.08,1.36,1.34
0.07,1.39,1.37
0.07,1.41,1.39
0.01,1.41,1.42
-0.01,1.41,1.43
0.00,1.43,1.43
0.00,1.40,1.40
0.01,1.42,1.40
0.02,1.42,1.40
0.02,1.43,1.42
-0.06,1.45,1.42
0.08,1.42,1.35
0.21,1.39,1.30
0.24,1.40,1.30
0.19,1.38,1.36
0.11,1.38,1.39
0.10,1.40,1.43
0.09,1.40,1.43
0.11,1.42,1.42
0.12,1.44,1.44
0.12,1.43,1.45
0.11,1.42,1.42
0.14,1.38,1.38
0.20,1.40,1.36
0.24,1.40,1.37
0.19,1.38,1.37
0.17,1.37,1.38
0.17,1.39,1.40
0.21,1.39,1.40
0.16,1.38,1.42
0.10,1.34,1.38
0.10,1.33,1.38
0.16,1.37,1.39
0.11,1.39,1.41
0.08,1.37,1.39
0.04,1.40,1.41
0.10,1.40,1.39
0.21,1.38,1.33
0.24,1.36,1.30
0.26,1.35,1.30
0.24,1.34,1.32
0.17,1.31,1.34
0.12,1.33,1.37
0.01,1.30,1.36
-0.01,1.32,1.37
-0.01,1.36,1.39
0.01,1.41,1.39
0.01,1.41,1.39
0.14,1.42,1.38
0.23,1.44,1.38
0.30,1.43,1.38
0.23,1.43,1.41
0.11,1.42,1.45
-0.06,1.42,1.48
-0.11,1.43,1.46
-0.04,1.45,1.45
0.05,1.46,1.42
0.00,1.45,1.40
0.00,1.44,1.40
0.01,1.43,1.40
0.02,1.42,1.42
-0.10,1.40,1.41
-0.02,1.42,1.39
0.17,1.42,1.31
