ep,vl,vr,e
0.63,0.00,0.00
0.56,0.04,0.10
0.39,0.15,0.28
0.17,0.30,0.44
-0.04,0.50,0.68
-0.16,0.72,0.84
-0.14,0.88,0.91
-0.13,1.00,0.99
-0.12,1.10,1.03
-0.17,1.18,1.11
-0.21,1.24,1.14
-0.15,1.34,1.20
-0.11,1.37,1.22
-0.06,1.39,1.23
0.02,1.44,1.27
-0.00,1.43,1.29
0.01,1.44,1.33
0.02,1.45,1.37
-0.02,1.44,1.37
0.04,1.47,1.38
0.07,1.50,1.40
0.02,1.50,1.42
0.01,1.50,1.44
0.06,1.52,1.45
0.02,1.50,1.48
0.01,1.50,1.48
0.00,1.50,1.49
-0.04,1.50,1.51
0.05,1.54,1.49
0.16,1.55,1.47
0.23,1.58,1.46
0.12,1.54,1.45
0.08,1.50,1.42
0.09,1.44,1.39
0.11,1.43,1.41
0.14,1.46,1.43
0.13,1.47,1.49
0.18,1.52,1.49
0.25,1.55,1.51
0.22,1.54,1.53
0.17,1.51,1.54
0.17,1.53,1.51
0.21,1.54,1.51
0.26,1.54,1.51
0.23,1.53,1.51
0.17,1.48,1.53
0.12,1.49,1.54
0.15,1.51,1.53
0.14,1.51,1.55
0.18,1.53,1.54
0.16,1.52,1.49
0.24,1.54,1.51
0.21,1.53,1.51
0.12,1.52,1.55
0.12,1.52,1.54
0.24,1.53,1.49
0.24,1.51,1.49
0.16,1.49,1.51
0.13,1.49,1.51
0.16,1.49,1.51
0.19,1.49,1.51
0.17,1.51,1.49
0.22,1.49,1.47
0.18,1.49,1.49
0.18,1.49,1.50
0.25,1.54,1.48
0.40,1.55,1.48
0.39,1.54,1.49
0.43,1.51,1.49
0.31,1.49,1.51
0.13,1.49,1.57
0.02,1.49,1.57
-0.07,1.47,1.56
0.02,1.50,1.53
-0.01,1.50,1.50
0.03,1.52,1.48
0.10,1.52,1.47
0.04,1.51,1.47
0.02,1.51,1.50
0.12,1.53,1.46
0.16,1.52,1.43
0.15,1.52,1.42
0.13,1.53,1.44
0.14,1.53,1.45
0.16,1.50,1.44
