,theta,x,y
170,-7.08,6.87,0.0
171,1.15,18.99,-1.5
172,1.15,20.39,-1.48
173,-4.4,31.47,-1.25
174,-2.87,36.78,-1.66
175,-2.87,43.23,-1.99
176,-3.06,50.1,-2.33
177,-3.44,59.34,-2.83
178,-3.44,65.78,-3.21
179,-4.21,72.22,-3.6
180,-4.98,79.78,-4.16
181,-4.78,89.7,-5.02
182,-5.93,95.29,-5.49
183,-5.55,100.88,-6.07
184,-5.93,107.02,-6.67
185,-6.7,115.11,-7.51
186,-7.08,121.8,-8.29
187,-7.27,126.95,-8.93
188,-7.08,137.11,-10.23
189,-7.46,143.79,-11.06
190,-8.04,148.66,-11.7
191,-6.32,154.36,-12.5
192,-5.93,164.68,-13.64
193,-6.12,170.4,-14.24
194,-4.02,178.07,-15.06
195,-4.59,186.32,-15.64
196,-5.17,194.02,-16.26
197,-5.55,200.44,-16.84
198,-5.55,211.06,-17.87
199,-5.93,216.64,-18.41
200,-6.51,221.25,-18.89
201,-4.59,231.28,-20.04
202,-4.21,234.92,-20.33
203,-4.59,242.75,-20.91
204,-4.78,249.32,-21.43
205,-5.55,259.67,-22.3
206,-5.36,264.0,-22.72
207,-5.55,271.12,-23.39
208,-4.98,280.48,-24.3
209,-4.78,288.44,-24.99
210,-5.17,293.76,-25.44
211,-5.55,300.18,-26.02
212,-5.93,307.44,-26.72
213,-5.93,313.86,-27.39
214,-4.59,321.26,-28.16
215,-4.98,329.65,-28.83
216,-5.17,335.94,-29.38
217,-5.36,343.06,-30.02
218,-0.38,352.0,-30.86
219,0.38,354.53,-30.88
220,0.19,361.4,-30.83
221,-0.77,370.52,-30.8
222,-0.57,377.11,-30.89
223,-0.77,383.43,-30.95
224,-6.51,395.21,-31.11
225,-5.93,400.37,-31.7
226,-5.74,406.09,-32.29
227,-5.93,411.53,-32.84
228,-6.7,420.74,-33.8
229,-6.7,427.43,-34.58
230,-6.51,432.3,-35.16
231,-6.7,438.02,-35.81
232,-5.74,448.75,-37.07
233,-5.74,454.61,-37.66
234,-5.93,459.78,-38.18
235,-5.74,465.78,-38.8
236,-4.59,471.08,-39.33
237,-1.53,479.75,-40.03
238,-1.15,484.24,-40.15
239,-0.96,491.11,-40.29
240,-1.34,497.28,-40.39
241,-1.53,505.28,-40.58
242,-6.32,511.87,-40.76
243,-7.08,519.68,-41.62
244,-7.46,525.52,-42.35
245,-6.12,530.95,-43.06
246,-6.12,541.55,-44.19
247,-5.93,546.71,-44.75
248,-6.51,552.43,-45.34
249,-6.7,562.05,-46.44
250,-7.08,567.62,-47.09
251,-7.27,573.05,-47.77
252,-3.83,583.91,-49.15
253,-1.72,588.8,-49.48
254,-2.11,595.82,-49.69
