,theta,x,y
170,1.53,1.12,0.0
171,1.72,1.54,0.01
172,4.98,5.61,0.13
173,3.06,17.92,1.21
174,0.19,33.21,2.02
175,-1.53,47.11,2.07
176,-1.92,59.18,1.75
177,-1.72,69.42,1.41
178,-0.57,78.4,1.14
179,-0.57,88.23,1.04
180,-0.96,98.62,0.93
181,-1.15,109.15,0.76
182,-0.96,119.4,0.55
183,-0.77,129.36,0.38
184,-1.34,140.17,0.24
185,-1.34,151.12,-0.02
186,-2.68,161.93,-0.27
187,-2.3,172.87,-0.78
188,-1.15,183.53,-1.21
189,-0.57,193.5,-1.41
190,-0.0,203.75,-1.51
191,0.38,213.02,-1.51
192,0.38,224.25,-1.44
193,0.19,235.62,-1.36
194,0.19,246.01,-1.33
195,-0.38,256.26,-1.29
196,-0.0,266.09,-1.36
197,0.19,274.37,-1.36
198,0.57,283.36,-1.33
199,0.57,292.63,-1.24
200,0.38,301.75,-1.14
201,0.57,311.44,-1.08
202,0.38,321.97,-0.97
203,-0.57,332.5,-0.9
204,-0.77,343.31,-1.01
205,-0.77,355.38,-1.17
206,-0.19,366.19,-1.32
207,-0.19,376.3,-1.35
208,-0.38,385.99,-1.38
209,-0.57,395.12,-1.44
210,-0.77,403.4,-1.53
211,-0.96,411.12,-1.63
212,-0.77,419.69,-1.77
213,-0.38,429.23,-1.9
214,0.0,441.03,-1.98
215,0.38,452.82,-1.98
216,0.38,464.62,-1.9
217,0.96,474.58,-1.84
218,0.57,483.85,-1.68
219,0.19,492.55,-1.59
220,-0.38,500.56,-1.57
221,-0.19,509.12,-1.62
222,0.19,519.51,-1.66
223,0.19,530.46,-1.62
224,0.38,540.15,-1.59
225,0.57,551.8,-1.51
226,0.57,562.76,-1.4
227,0.38,573.29,-1.3
228,0.0,583.11,-1.23
229,0.38,591.54,-1.23
230,0.0,599.96,-1.17
231,-0.38,607.54,-1.17
232,-0.38,617.09,-1.24
233,-0.57,627.34,-1.31
234,-0.38,637.59,-1.41
235,0.57,650.09,-1.49
236,0.19,661.32,-1.38
237,-0.38,671.57,-1.35
238,0.19,680.98,-1.41
239,0.38,689.26,-1.38
240,0.77,697.4,-1.33
241,-0.19,707.09,-1.2
242,-0.38,717.06,-1.23
243,-0.96,728.15,-1.3
244,-1.15,739.24,-1.49
245,-1.34,750.61,-1.72
246,-1.92,761.7,-1.98
247,-1.92,771.8,-2.32
248,-2.87,780.93,-2.62
249,-2.68,789.48,-3.05
250,-2.87,797.75,-3.44
251,-3.64,806.17,-3.86
252,-5.17,814.58,-4.39
253,-5.17,824.36,-5.28
254,-5.36,825.9,-5.42
