,theta,x,y
85,0.0,0.0,0.0
86,-0.19,3.55,0.0
87,-0.97,12.06,-0.03
88,0.19,22.0,-0.2
89,0.19,31.93,-0.16
90,0.19,41.01,-0.13
91,0.58,50.66,-0.1
92,0.77,60.17,-0.0
93,0.58,69.96,0.13
94,0.77,79.19,0.22
95,0.58,88.69,0.35
96,0.0,98.49,0.45
97,0.19,107.14,0.45
98,0.19,117.08,0.48
99,0.0,127.15,0.52
100,-0.19,136.09,0.52
101,0.0,145.32,0.49
102,0.58,153.69,0.49
103,0.97,163.06,0.58
104,0.97,172.71,0.74
105,0.39,182.21,0.91
106,0.77,191.58,0.97
107,0.58,201.09,1.1
108,0.77,210.59,1.19
109,1.16,220.53,1.33
110,1.16,230.74,1.53
111,1.16,240.39,1.73
112,2.13,249.9,1.92
113,1.55,259.68,2.29
114,1.74,269.76,2.56
115,1.36,279.4,2.85
116,2.13,289.05,3.08
117,1.74,298.98,3.45
118,1.55,308.77,3.75
119,1.55,319.26,4.03
120,1.74,329.05,4.3
121,1.55,339.12,4.6
122,1.55,348.77,4.86
123,0.77,358.13,5.12
124,1.16,367.5,5.24
125,1.36,377.29,5.44
126,0.58,386.37,5.66
127,0.97,396.02,5.75
128,0.97,405.67,5.92
129,1.74,415.32,6.08
130,0.97,424.68,6.37
131,1.16,434.47,6.53
132,0.97,443.98,6.72
133,1.55,452.92,6.87
134,0.97,462.14,7.12
135,1.74,471.79,7.29
136,0.97,481.43,7.58
137,1.16,491.51,7.75
138,1.74,501.3,7.95
139,1.74,511.23,8.25
140,1.55,521.01,8.55
141,2.32,530.38,8.8
142,2.13,540.16,9.2
143,1.55,549.38,9.54
144,1.36,558.6,9.79
145,1.55,567.82,10.01
146,1.36,577.9,10.28
147,0.58,587.83,10.52
148,0.19,597.76,10.62
149,0.97,607.13,10.65
150,1.16,616.63,10.81
151,0.19,626.71,11.01
152,0.58,636.64,11.05
153,0.0,646.43,11.15
154,0.58,655.09,11.15
155,0.0,664.31,11.24
156,1.36,673.26,11.24
157,1.36,683.47,11.48
158,0.97,693.69,11.72
159,1.16,703.48,11.89
160,1.16,713.41,12.09
161,0.39,723.34,12.29
162,1.16,733.27,12.36
163,1.16,743.21,12.56
164,0.77,751.72,12.73
165,0.58,761.23,12.86
166,1.94,771.59,12.97
167,1.74,781.66,13.31
168,1.36,791.02,13.59
169,1.36,800.95,13.83
