ep,vl,vr,e
-1.07,0.00,0.00
-1.07,0.22,0.00
-1.00,0.96,0.00
0.84,1.78,0.00
1.20,1.95,0.44
0.34,1.60,1.29
-1.06,1.44,1.95
-1.07,1.83,1.90
0.83,2.54,1.54
1.16,2.58,1.75
-0.16,2.10,2.42
-1.08,1.98,2.62
-0.52,2.48,2.31
1.18,2.91,1.99
1.01,2.63,2.33
-0.95,2.10,2.89
-1.09,2.18,2.79
0.28,2.72,2.25
1.15,2.88,2.12
0.65,2.46,2.58
-1.20,2.05,3.06
-1.23,2.26,2.79
0.74,2.91,2.23
1.24,2.85,2.15
0.27,2.36,2.66
-1.11,2.07,2.94
-1.11,2.35,2.66
0.99,2.96,2.14
1.25,2.81,2.26
-0.42,2.27,2.84
-1.15,2.15,2.92
-0.42,2.58,2.47
1.21,2.99,2.08
1.09,2.67,2.36
-0.91,2.14,2.99
-1.13,2.13,2.85
0.06,2.66,2.32
1.27,2.89,2.10
0.87,2.51,2.48
-1.09,2.01,3.00
-1.13,2.09,2.80
-0.25,2.67,2.26
1.22,3.00,1.99
1.06,2.64,2.29
-1.03,2.11,2.85
-1.11,2.21,2.70
0.60,2.79,2.18
1.16,2.77,2.07
0.05,2.32,2.53
-1.08,2.07,2.79
-1.12,2.24,2.47
0.95,2.89,1.98
1.28,2.79,2.02
0.33,2.27,2.62
-1.08,1.98,2.97
-1.05,2.30,2.70
0.75,2.88,2.16
1.21,2.83,2.15
0.06,2.32,2.66
-1.10,2.12,2.93
-0.99,2.41,2.58
1.02,3.01,2.06
1.24,2.85,2.15
-0.10,2.30,2.78
-1.11,2.10,2.99
-0.84,2.46,2.61
1.08,3.03,2.13
1.24,2.84,2.18
0.11,2.29,2.80
-0.97,2.07,3.10
0.89,2.92,2.15
0.99,2.78,2.12
-0.57,2.21,2.76
-1.04,1.64,2.35
-0.93,1.83,2.08
0.90,2.37,1.67
1.12,2.23,1.75
-0.45,1.79,2.32
-1.06,1.77,2.38
-0.13,2.16,1.98
1.04,2.36,1.73
0.78,2.09,1.94
-0.47,1.67,2.35
-0.58,1.88,2.08
1.04,2.28,1.81
