,Unnamed: 0,Unnamed: 0.1,theta,x,y
0,0,0,0.0,0.0,0.0
1,1,1,0.0,0.0,0.0
2,2,2,1.53,1.399449163006201,0.039268819198487195
3,3,3,2.11,7.712194170817234,0.38647260137383954
4,4,4,0.96,20.60393156323635,1.2184022888491142
5,5,5,-0.38,35.051229914857814,1.8738947291074537
6,6,6,-0.19,47.25895025345322,2.1264103417810043
7,7,7,-0.57,58.77525912660136,2.41954842912128
8,8,8,-0.38,69.58409128532197,2.612803091696255
9,9,9,-0.19,79.8320218125773,2.8303344883920123
10,10,10,-0.19,89.36910972661667,3.0679352457229996
11,11,11,-1.15,98.77624878980544,3.301889612699841
12,12,12,-1.72,107.62781556127732,3.370195470246624
13,13,13,-1.72,115.20128841297202,3.3526180801331398
14,14,14,-1.92,125.1757804136373,3.3323862076381805
15,15,15,-2.68,135.28134323141592,3.2758164636971894
16,16,16,-2.11,144.4098160591816,3.1017939572668594
17,17,17,-1.15,154.37599494379103,3.02130520050593
18,18,18,-1.34,164.34768202879926,3.1010339825114137
19,19,19,-1.34,175.02049615313908,3.1504168468659195
20,20,20,-1.72,185.6833142120289,3.1995192196547233
21,21,21,-1.72,195.5178612963936,3.1753604652399146
22,22,22,-2.3,206.04241738837692,3.1605595634086034
23,23,23,-2.68,217.561071824966,3.0135902793812273
24,24,24,-2.11,228.65101741346595,2.8145755962284236
25,25,25,-2.3,238.89764711380803,2.721948472407105
26,26,26,-2.11,249.14511828884724,2.599333152235652
27,27,27,-2.87,258.69118193298914,2.5170598151652217
28,28,28,-3.26,267.4001005034186,2.3212605975253005
29,29,29,-2.68,277.0817228297251,2.042712341808128
30,30,30,-2.68,286.910761713691,1.8583360486269107
31,31,31,-2.11,296.58957912434045,1.6797484474101814
32,32,32,-2.49,306.70597948226623,1.593470998684762
33,33,33,-2.87,317.0947980314346,1.4248022331829362
34,34,34,-2.87,327.7554737887141,1.1937342818047951
35,35,35,-3.06,338.0057498794103,0.9711583071328997
36,36,36,-2.49,348.8177690762689,0.6943174019900893
37,37,37,-2.49,358.92613680970464,0.5377870035486547
38,38,38,-3.45,368.894279135274,0.3873257886374157
39,39,39,-3.26,378.8571937520103,0.06665096950971976
40,40,40,-2.87,388.3988711620162,-0.2158241681272964
41,41,41,-1.72,397.0975131754299,-0.4019078118828786
42,42,42,-1.53,406.2317746951601,-0.4257088449968407
43,43,43,-1.53,416.0552037478119,-0.41016382917717387
44,44,44,-1.72,425.74868394961305,-0.3982652037116559
45,45,45,-1.53,436.2735205331621,-0.4230621709930117
46,46,46,-1.34,447.0874015400654,-0.4097366865188318
47,47,47,-1.53,457.9001605807059,-0.3564269402444788
48,48,48,-1.72,468.4238751979922,-0.3412396457256561
49,49,49,-0.77,478.67853752282446,-0.3636138198309615
50,50,50,-0.19,488.3683713342714,-0.2217663435148654
51,51,51,0.96,497.0657897505071,-0.007726877702970055
52,52,52,1.15,505.6182144022594,0.3823148842898703
53,53,53,0.96,513.900464795295,0.7747794394587646
54,54,54,0.77,522.1732801060118,1.146971372161866
55,55,55,0.57,531.5759313041493,1.5408627863394169
56,56,56,0.38,540.9697084030996,1.8944894471510871
57,57,57,0.38,551.3536569647358,2.255892642067312
58,58,58,-0.19,563.286715179563,2.6707680951176207
59,59,59,0.38,574.6533635625261,2.949702743522301
60,60,60,0.38,585.0373121241622,3.3111059384385255
61,61,61,0.96,595.0014259368965,3.660728487595206
62,62,62,1.34,604.253575170152,4.070404659187296
63,63,63,1.53,613.3738121115969,4.546406898575547
64,64,64,1.34,621.644383489788,4.9985673548789995
65,65,65,1.15,629.9157963426765,5.4207396148323275
66,66,66,0.77,638.3277150949967,5.826846625805408
67,67,67,0.38,647.8703112094349,6.224664921902808
68,68,68,-0.57,657.8344250221692,6.574287471059487
69,69,69,-1.53,668.6432571808898,6.767542133634465
70,70,70,-1.72,680.0174788361269,6.776583014887948
71,71,71,-1.92,691.1023755764442,6.757497509835939
72,72,72,-2.11,701.3578793759735,6.705135139380501
73,73,73,-2.68,711.0441684279817,6.6167926187798765
74,74,74,-3.06,720.032415847881,6.44883929587974
75,75,75,-3.64,728.5919544196913,6.2288405738541766
76,76,76,-4.21,737.153736924027,5.9288733282282635
77,77,77,-4.79,746.5494002342022,5.50224590080507
78,78,78,-5.36,755.9378723945842,4.97537732731573
79,79,79,-6.13,766.3110078172534,4.296067749164536
80,80,80,-6.32,776.8083033988086,3.470183088051119
81,81,81,-6.13,787.2967248811765,2.6040336735718235
82,82,82,-5.94,797.2428344051507,1.8127023035949357
83,83,83,-6.51,808.0200198193071,0.9946714063212134
84,84,84,-6.7,819.6324884971311,0.0
