mse_w_w_L_test1_1,mse_w_w_L_test1_2,mse_w_w_L_test1_3,mse_w_w_L_test1_4,mse_w_w_L_test1_5,mse_w_w_L_avg
1.8882615739898734, 5.941356035611517, 8.50035273193724, 1.9271407816197044, 1.5104100733542933
