mse_p_p_L_test1_1,mse_p_p_L_test1_2,mse_p_p_L_test1_3,mse_p_p_L_test1_4,mse_p_p_L_test1_5,mse_p_p_L_avg
1.7152056359016923, 1.9742049895891254, 1.921854219133013, 0.3605962993815079, 0.7655555113102329
