ep,vl,vr,e
0.33,-0.02,-0.08
0.47,0.04,0.16
-0.37,0.12,0.52
-0.62,0.37,0.70
0.15,0.76,0.62
0.61,0.97,0.68
0.14,0.91,0.92
-0.76,0.91,1.16
-0.58,1.11,1.07
0.61,1.41,0.85
0.83,1.39,0.96
-0.19,1.13,1.25
-0.94,1.10,1.40
-0.47,1.34,1.20
0.75,1.63,1.02
0.81,1.51,1.12
-0.28,1.23,1.39
-0.85,1.14,1.45
-0.33,1.31,1.22
0.73,1.53,1.06
0.72,1.38,1.13
-0.26,1.13,1.40
-0.90,1.12,1.46
-0.25,1.38,1.23
0.76,1.58,1.10
0.67,1.43,1.22
-0.48,1.16,1.50
-0.92,1.21,1.48
0.16,1.49,1.22
0.89,1.59,1.16
0.31,1.35,1.39
-0.84,1.20,1.61
-0.70,1.30,1.41
0.55,1.58,1.13
0.99,1.54,1.14
0.16,1.28,1.39
-0.93,1.16,1.59
-0.52,1.35,1.42
0.76,1.64,1.15
0.93,1.53,1.20
-0.01,1.24,1.52
-0.85,1.18,1.66
-0.32,1.40,1.41
0.79,1.62,1.20
0.86,1.48,1.24
-0.37,1.20,1.55
-0.98,1.22,1.58
-0.04,1.50,1.31
0.94,1.66,1.21
0.68,1.47,1.38
-0.68,1.19,1.67
-0.98,1.23,1.59
0.32,1.57,1.30
0.98,1.65,1.24
0.17,1.36,1.47
-0.94,1.23,1.70
-0.54,1.40,1.46
0.76,1.66,1.18
0.92,1.55,1.21
-0.35,1.24,1.53
-0.92,1.21,1.58
0.07,1.51,1.30
0.93,1.63,1.22
0.50,1.42,1.42
-0.69,1.18,1.68
-0.80,1.22,1.56
0.03,1.52,1.29
0.86,1.65,1.17
0.51,1.44,1.36
-0.67,1.21,1.61
-0.91,1.25,1.50
0.54,1.60,1.20
0.90,1.60,1.20
0.23,1.32,1.48
-0.97,1.18,1.69
-0.59,1.40,1.47
0.80,1.70,1.17
0.93,1.58,1.20
-0.14,1.26,1.54
-0.94,1.19,1.65
-0.40,1.45,1.40
0.82,1.70,1.18
0.85,1.54,1.26
-0.47,1.23,1.59
-0.90,1.23,1.57
