ep,vl,vr,e
-1.01,0.00,0.00
-0.93,0.24,0.00
-0.21,0.59,0.02
0.76,0.97,0.12
0.84,1.06,0.45
0.37,1.05,0.92
-0.45,1.04,1.30
-0.56,1.23,1.42
-0.05,1.48,1.37
0.68,1.69,1.44
0.53,1.65,1.59
-0.20,1.60,1.87
-0.53,1.64,1.92
-0.14,1.77,1.81
0.48,1.94,1.77
0.49,1.91,1.86
-0.14,1.81,1.99
-0.63,1.77,2.01
-0.28,1.89,1.89
0.58,2.09,1.79
0.78,2.02,1.83
0.14,1.83,1.99
-0.74,1.77,2.13
-0.53,1.85,2.00
0.55,2.12,1.86
0.84,2.08,1.85
0.12,1.90,2.10
-0.75,1.80,2.20
-0.51,1.88,2.04
0.62,2.13,1.89
0.83,2.06,1.87
0.06,1.87,2.12
-0.83,1.77,2.20
-0.67,1.90,2.02
0.64,2.18,1.79
0.95,2.10,1.73
0.37,1.88,2.01
-0.71,1.73,2.21
-0.76,1.82,2.08
0.26,2.12,1.87
0.83,2.15,1.81
0.39,1.98,2.05
-0.56,1.85,2.22
-0.68,1.86,2.12
0.04,2.11,1.93
0.77,2.18,1.87
0.51,2.05,1.97
-0.56,1.94,2.20
-0.66,1.87,2.08
0.12,2.10,1.90
0.74,2.14,1.84
0.52,2.01,1.95
-0.36,1.87,2.12
-0.66,1.81,2.08
-0.17,2.03,1.94
0.55,2.15,1.83
0.69,2.06,1.87
-0.13,1.90,2.09
-0.63,1.82,2.12
-0.11,2.00,1.97
0.47,2.12,1.88
0.45,2.04,1.92
-0.31,1.93,2.06
-0.39,1.94,2.05
0.33,2.09,1.96
0.64,2.10,1.93
0.31,1.98,2.04
-0.38,1.86,2.11
-0.51,1.89,2.05
0.00,2.09,1.94
0.53,2.17,1.87
0.43,2.08,1.96
-0.17,1.96,2.13
-0.53,1.95,2.12
-0.14,2.10,2.04
0.43,2.18,1.95
0.44,2.12,2.00
-0.11,2.02,2.20
-0.56,2.00,2.22
-0.16,2.12,2.10
0.46,2.17,1.96
0.47,2.10,1.99
-0.14,1.98,2.13
-0.31,1.92,2.08
-0.02,2.06,2.03
