ep,vl,vr,e
0.23,0.02,0.00
0.15,0.20,0.16
0.19,0.48,0.45
0.20,0.76,0.72
0.11,1.03,1.01
0.04,1.20,1.21
-0.02,1.34,1.35
-0.05,1.49,1.46
-0.04,1.60,1.57
-0.01,1.70,1.65
0.00,1.78,1.70
0.06,1.80,1.76
0.03,1.84,1.79
-0.03,1.85,1.85
-0.08,1.86,1.88
-0.11,1.89,1.89
-0.03,1.89,1.85
0.12,1.95,1.86
0.23,2.00,1.91
0.23,1.98,1.91
0.10,2.01,1.98
0.00,1.96,1.99
0.00,2.03,2.03
0.03,2.05,2.00
0.12,2.04,1.98
0.30,2.03,1.97
0.33,1.98,1.93
0.30,1.97,1.99
0.19,1.97,2.03
0.16,2.00,2.04
0.21,2.04,2.05
0.17,2.03,2.04
0.03,2.00,2.06
0.07,1.98,2.00
0.12,2.01,2.02
0.19,2.01,2.00
0.17,1.98,1.98
0.13,1.97,1.96
0.15,1.99,1.97
0.19,2.04,2.02
0.18,2.05,2.01
0.26,2.02,2.01
0.26,1.99,1.97
0.27,1.98,1.97
0.21,1.96,1.98
0.09,1.97,2.04
-0.02,1.97,2.06
0.04,2.00,2.06
0.10,2.06,2.07
0.03,2.03,2.04
0.00,2.02,2.03
0.12,2.06,2.02
0.16,2.07,2.00
0.10,2.05,2.00
0.05,2.02,2.00
0.08,2.02,2.00
-0.06,1.99,1.98
-0.08,2.02,2.00
-0.08,2.03,1.98
-0.00,2.03,1.95
0.19,2.04,1.92
0.32,2.03,1.89
0.31,2.03,1.91
0.26,1.98,1.95
0.15,1.96,1.96
0.09,1.95,1.99
0.15,2.00,2.01
0.12,1.98,1.97
0.11,1.98,2.00
0.18,2.01,2.00
0.27,1.97,1.92
0.34,1.95,1.91
0.27,1.96,1.95
0.16,1.97,1.98
0.13,2.00,2.02
0.04,2.00,2.02
-0.07,2.02,2.08
-0.07,1.97,2.04
0.01,2.02,2.03
0.05,2.02,2.03
-0.03,2.01,2.02
-0.12,2.03,2.08
-0.09,2.04,2.06
0.02,2.10,2.05
-0.01,2.10,2.04
