,Unnamed: 0,Unnamed: 0.1,theta,x,y
0,0,340,0.0,0.0,0.0
1,1,341,0.0,0.0,0.0
2,2,342,0.77,0.8399263856051129,-0.011120555936242999
3,3,343,4.02,4.350280720451254,-0.007592975050477993
4,4,344,3.06,12.9074746853149,0.4791630703164147
5,5,345,-0.0,24.40454338736711,0.9369962935446128
6,6,346,-2.68,34.513657385542935,0.8031524595976878
7,7,347,-5.17,43.90700855230021,0.23874670308943288
8,8,348,-5.75,51.58719988766606,-0.5529988697882301
9,9,349,-3.26,57.30901925323067,-1.2088061187949422
10,10,350,1.34,61.785316953857865,-1.5180938414088074
11,11,351,6.13,65.29606845141603,-1.4845688896085742
12,12,352,9.19,68.9309134473228,-1.1426597558735363
13,13,353,7.28,76.70678183686563,0.004497944056398622
14,14,354,2.49,85.50083979908169,1.0081635044820092
15,15,355,-1.92,94.62533605990684,1.287390985557615
16,16,356,-4.79,102.61106138238549,0.9116369783624211
17,17,357,-4.02,110.16205843587932,0.18160718573239926
18,18,358,-2.68,116.4556812748082,-0.341758423868292
19,19,359,-0.19,123.04099973766232,-0.7389746657223712
20,20,360,4.98,127.12037740688868,-0.812987041831864
21,21,361,9.19,130.19368282821068,-0.5836536877972038
22,22,362,7.47,137.27828781101405,0.4726475181273697
23,23,363,2.68,145.51173291164,1.4337311643196946
24,24,364,-1.34,154.06627912509026,1.7205047369234647
25,25,365,-4.21,162.0631950593431,1.4346104549010075
26,26,366,-4.6,169.61511882583162,0.7745745277380778
27,27,367,-4.02,175.62823665260947,0.21491927556351006
28,28,368,-2.3,181.92172710396767,-0.31844545767533744
29,29,369,-0.57,188.2378635540156,-0.6520924932924016
30,30,370,1.34,195.2563216350065,-0.8150224333695258
31,31,371,2.68,202.13783689918856,-0.7461191037796852
32,32,372,3.83,208.8714835099291,-0.5152439824193037
33,33,373,3.06,215.59685203545013,-0.15424786619222317
34,34,374,0.96,222.19090807796843,0.10847805207200066
35,35,375,-1.34,228.3716903620556,0.12665376977977366
36,36,376,-3.26,235.1089814930421,-0.12256143106200712
37,37,377,-3.26,241.55365028710867,-0.5679198651174932
38,38,378,-2.68,248.12804291333,-1.034997584867996
39,39,379,-0.19,254.72336049982223,-1.4323462142927443
40,40,380,1.72,261.7424805186665,-1.545280536179088
41,41,381,2.87,268.474538478559,-1.43439489847658
42,42,382,2.11,275.48869010145046,-1.167230134542321
43,43,383,1.15,283.21172040208575,-0.9894578772308503
44,44,384,0.19,290.37294635299486,-0.9442596468960703
45,45,385,-0.57,297.11275284782414,-1.0034914986128847
46,46,386,-0.38,303.43127227414413,-1.1571543087431402
47,47,387,-0.0,310.17015205597863,-1.2863800259270475
48,48,388,0.57,316.1996236097868,-1.366209731040792
49,49,389,1.34,323.219935116767,-1.3891519401837296
50,50,390,1.92,329.5413670696417,-1.3228340302745503
51,51,391,0.96,336.4238090468185,-1.183936835217618
52,52,392,0.38,343.0246869112789,-1.161322271839809
53,53,393,-0.19,349.3346634772381,-1.2048623343796774
54,54,394,0.96,355.51385711047726,-1.3066761003297775
55,55,395,1.34,363.0947814790476,-1.287036395239431
56,56,396,1.53,370.2564045926688,-1.2118407939901816
57,57,397,1.34,377.1383170195629,-1.1129400934858726
58,58,398,1.15,384.019832283745,-1.0440367638960328
59,59,399,1.15,390.1908802193354,-1.0057304113412775
60,60,400,1.34,396.2319395476296,-0.9657030203678173
61,61,401,0.77,403.1134548118118,-0.8967996907779778
62,62,402,1.53,410.4141389433725,-0.8934513809851954
63,63,403,1.34,417.00594439718935,-0.8007105645696264
64,64,404,1.15,424.44754297267895,-0.7292218152991252
65,65,405,0.96,431.32879346171967,-0.6803167329855955
66,66,406,0.19,438.0696590571143,-0.659555595597163
67,67,407,0.38,444.66934543343865,-0.7269331449627592
68,68,408,0.57,450.7093456611676,-0.7668987430945491
69,69,409,1.53,456.73961154039966,-0.7867337063793568
70,70,410,2.49,463.62152396729385,-0.6878330058750476
71,71,411,2.87,470.3647725389605,-0.48708764299980445
72,72,412,1.92,476.9585638063375,-0.24435997201189355
73,73,413,1.53,483.6910189289419,-0.10347696339491652
74,74,414,1.15,490.1527033878921,-0.01901423219879922
75,75,415,0.96,496.75384602749386,0.02359857845532149
76,76,416,1.15,503.6248326177552,0.052637801063206605
77,77,417,1.53,510.6460708377301,0.09968945738736222
78,78,418,1.53,517.3878631461195,0.19044446024288753
79,79,419,0.77,524.1296554545088,0.28119946309841376
80,80,420,0.57,530.4501606943886,0.27752350754050154
81,81,421,-0.38,537.0405098849282,0.26027396393635444
82,82,422,-0.19,543.9192450101264,0.11919569712491727
83,83,423,0.57,550.0984386433654,0.017381931174816578
84,84,424,2.3,556.6987869575431,0.0
