,theta,x,y
170,3.06,2.24,0.0
171,8.23,6.59,0.23
172,4.98,12.28,1.06
173,4.78,19.69,1.7
174,5.17,27.52,2.36
175,4.21,34.64,3.0
176,4.4,41.78,3.53
177,4.59,48.35,4.03
178,6.89,54.22,4.5
179,1.15,61.75,5.41
180,4.21,68.76,5.55
181,1.15,76.03,6.09
182,4.02,81.5,6.2
183,1.34,87.38,6.61
184,5.17,93.27,6.75
185,0.19,99.42,7.3
186,5.17,105.03,7.32
187,1.91,111.32,7.89
188,2.11,117.91,8.11
189,2.87,123.52,8.32
190,2.49,129.68,8.63
191,4.02,135.57,8.88
192,1.72,141.73,9.32
193,2.3,148.32,9.51
194,1.91,154.76,9.77
195,0.77,162.05,10.02
196,1.15,168.79,10.11
197,1.15,175.8,10.25
198,1.53,182.81,10.39
199,1.53,189.83,10.57
200,2.3,196.0,10.74
201,1.34,202.87,11.02
202,3.64,208.19,11.14
203,2.68,215.06,11.58
204,2.49,222.2,11.91
205,1.91,229.35,12.22
206,2.11,236.22,12.45
207,3.06,241.97,12.66
208,2.49,248.55,13.01
209,3.06,254.86,13.29
210,3.25,262.28,13.68
211,3.06,269.15,14.08
212,3.25,276.29,14.46
213,2.49,283.58,14.87
214,2.11,290.58,15.18
215,2.3,297.73,15.44
216,2.87,304.88,15.73
217,3.06,312.03,16.08
218,3.64,319.45,16.48
219,2.68,326.31,16.92
220,3.44,333.04,17.23
221,3.25,340.18,17.66
222,2.68,347.04,18.05
223,2.68,354.33,18.39
224,2.87,362.04,18.75
225,3.64,369.04,19.1
226,3.44,376.18,19.56
227,1.91,383.47,20.0
228,4.02,390.9,20.25
229,2.11,397.89,20.74
230,2.11,405.18,21.0
231,1.72,411.91,21.25
232,4.78,418.08,21.44
233,2.3,424.65,21.99
234,3.83,430.82,22.23
235,2.68,438.38,22.74
236,2.3,445.67,23.08
237,2.11,452.82,23.37
238,4.59,459.13,23.6
239,3.83,466.12,24.16
240,3.25,473.54,24.66
241,4.21,480.12,25.03
242,1.91,486.83,25.53
243,2.68,493.57,25.75
244,2.3,500.29,26.07
245,4.02,506.6,26.32
246,2.68,513.74,26.82
247,4.02,520.04,27.12
248,2.49,526.2,27.55
249,4.21,532.23,27.81
250,1.91,539.22,28.33
251,3.25,546.37,28.56
252,3.25,553.38,28.96
253,5.55,559.82,29.33
254,0.77,566.38,29.97
