,theta,x,y
0,-1.15,0.84,0.0
1,-1.15,0.84,0.0
2,-0.96,0.98,-0.0
3,-0.77,1.12,-0.01
4,1.92,3.09,-0.03
5,2.87,10.81,0.23
6,1.72,21.74,0.78
7,0.57,32.97,1.11
8,-0.0,42.94,1.21
9,-0.0,51.08,1.21
10,-0.0,57.82,1.21
11,0.38,64.56,1.21
12,0.38,71.58,1.26
13,0.57,79.31,1.31
14,0.19,87.17,1.39
15,0.77,94.89,1.42
16,1.72,101.77,1.51
17,1.53,109.49,1.74
18,0.96,117.77,1.96
19,0.38,125.77,2.1
20,0.57,132.93,2.14
21,1.15,139.53,2.21
22,1.92,146.27,2.35
23,1.92,154.41,2.62
24,2.49,162.41,2.89
25,2.49,170.26,3.23
26,2.87,176.99,3.52
27,3.06,184.99,3.92
28,2.68,192.28,4.31
29,2.49,199.15,4.63
30,2.68,205.46,4.91
31,3.64,211.49,5.19
32,4.02,217.66,5.58
33,3.64,224.94,6.09
34,3.45,232.65,6.58
35,3.83,240.22,7.04
36,3.45,247.22,7.51
37,4.41,254.65,7.96
38,4.21,261.51,8.49
39,4.02,268.37,8.99
40,3.45,274.11,9.39
41,3.45,280.28,9.77
42,3.83,286.73,10.15
43,3.45,293.17,10.59
44,2.68,299.34,10.96
45,2.68,305.51,11.25
46,2.3,311.68,11.54
47,2.3,319.54,11.85
48,1.53,327.11,12.16
49,0.96,334.55,12.35
50,0.96,342.13,12.48
51,0.19,349.99,12.61
52,0.38,357.44,12.64
53,0.19,364.03,12.68
54,-0.77,370.07,12.7
55,-1.53,376.53,12.62
56,-1.72,382.29,12.46
57,-2.11,387.9,12.29
58,-2.87,394.35,12.05
59,-2.87,401.08,11.72
60,-3.06,408.24,11.36
61,-2.49,415.95,10.95
62,-2.11,423.8,10.6
63,-3.26,430.82,10.35
64,-3.64,437.55,9.96
65,-4.41,443.71,9.57
66,-4.6,449.73,9.11
67,-4.41,456.03,8.6
68,-4.21,461.77,8.16
69,-3.83,468.77,7.64
70,-3.45,476.06,7.15
71,-3.26,483.76,6.69
72,-2.87,491.33,6.26
73,-4.21,498.2,5.91
74,-4.21,504.09,5.48
75,-3.83,510.25,5.03
76,-2.68,517.25,4.56
77,-3.26,523.84,4.25
78,-3.26,530.85,3.85
79,-2.87,538.14,3.44
80,-0.38,544.73,3.11
81,0.57,551.61,3.06
82,0.77,558.49,3.13
83,1.34,565.09,3.22
84,1.15,570.85,3.35
