ep,vl,vr,e
0.75,0.00,0.00
0.66,0.00,0.08
-0.14,0.02,0.42
-0.66,0.20,0.68
-0.47,0.54,0.70
0.13,0.85,0.70
0.44,1.04,0.78
0.24,1.05,0.97
-0.33,1.06,1.15
-0.45,1.15,1.20
-0.02,1.28,1.12
0.35,1.36,1.10
0.18,1.31,1.20
-0.16,1.27,1.30
-0.28,1.29,1.32
-0.06,1.36,1.27
0.12,1.40,1.26
0.10,1.40,1.29
-0.04,1.40,1.37
-0.05,1.40,1.40
0.10,1.44,1.38
0.12,1.43,1.36
0.11,1.41,1.39
0.05,1.39,1.39
-0.05,1.39,1.41
-0.10,1.41,1.39
0.13,1.45,1.33
0.23,1.42,1.31
0.04,1.38,1.34
-0.09,1.38,1.38
-0.07,1.40,1.38
0.14,1.42,1.34
0.22,1.42,1.36
0.07,1.39,1.40
-0.17,1.36,1.44
-0.18,1.42,1.45
0.16,1.50,1.40
0.24,1.50,1.38
0.15,1.44,1.43
0.02,1.41,1.46
-0.12,1.39,1.47
-0.11,1.39,1.46
0.09,1.47,1.44
0.17,1.48,1.46
0.02,1.44,1.46
-0.04,1.43,1.47
0.02,1.45,1.46
0.07,1.48,1.45
0.04,1.46,1.44
-0.02,1.45,1.45
0.03,1.44,1.44
0.29,1.47,1.39
0.14,1.44,1.43
-0.18,1.37,1.49
-0.12,1.40,1.45
0.02,1.46,1.40
0.10,1.47,1.38
0.13,1.45,1.38
0.07,1.44,1.43
-0.03,1.41,1.42
0.07,1.43,1.42
0.16,1.42,1.39
0.10,1.38,1.42
0.02,1.36,1.41
0.02,1.37,1.43
-0.06,1.38,1.42
-0.08,1.38,1.40
0.07,1.45,1.40
0.17,1.48,1.40
0.13,1.44,1.44
0.03,1.43,1.47
-0.01,1.43,1.46
0.04,1.44,1.43
0.13,1.43,1.40
0.11,1.43,1.40
-0.14,1.40,1.44
-0.02,1.42,1.37
0.23,1.46,1.30
0.15,1.41,1.32
-0.14,1.36,1.39
-0.17,1.37,1.40
0.08,1.42,1.36
0.25,1.45,1.35
0.14,1.42,1.36
-0.05,1.38,1.40
