mse_b_w_L_test1_1,mse_b_w_L_test1_2,mse_b_w_L_test1_3,mse_b_w_L_test1_4,mse_b_w_L_test1_5,mse_b_w_L_avg
1.2490783557336425, 0.6001352921979254, 1.7567232685830363, 0.8035440469253179, 0.4862777188320569
