,theta,x,y
255,0.0,0.0,0.0
256,-1.34,1.26,0.0
257,-5.75,7.02,-0.13
258,-9.39,17.78,-1.22
259,-11.88,29.55,-3.16
260,-12.83,38.48,-5.04
261,-13.98,44.78,-6.48
262,-15.71,49.55,-7.66
263,-18.2,54.01,-8.92
264,-20.3,58.94,-10.54
265,-22.22,65.53,-12.98
266,-22.98,72.29,-15.74
267,-23.75,79.27,-18.7
268,-25.67,86.21,-21.75
269,-28.16,92.66,-24.85
270,-31.41,98.48,-27.97
271,-33.9,103.87,-31.26
272,-35.43,109.0,-34.71
273,-35.82,113.57,-37.96
274,-36.97,119.27,-42.07
275,-39.65,125.32,-46.63
276,-42.52,130.84,-51.2
277,-45.01,135.91,-55.85
278,-46.54,140.47,-60.42
279,-48.46,144.92,-65.11
280,-51.72,149.48,-70.25
281,-54.4,153.83,-75.77
282,-55.93,157.75,-81.25
283,-56.89,161.29,-86.48
284,-58.8,164.82,-91.89
285,-59.57,167.73,-96.69
286,-61.48,171.14,-102.5
287,-64.93,174.76,-109.17
288,-68.57,177.92,-115.91
289,-71.64,180.48,-122.44
290,-73.36,182.56,-128.7
291,-74.51,184.33,-134.62
292,-75.85,186.17,-141.25
293,-76.81,187.92,-148.2
294,-78.72,189.45,-154.76
295,-80.83,190.75,-161.23
296,-83.7,191.8,-167.75
297,-85.81,192.46,-173.75
298,-88.11,192.95,-180.47
299,-91.17,193.18,-187.48
300,-92.9,193.04,-194.36
301,-94.81,192.69,-201.37
302,-95.77,192.16,-207.67
303,-96.92,191.51,-214.1
304,-98.83,190.7,-220.79
305,-101.71,189.55,-228.14
306,-104.2,188.16,-234.88
307,-106.69,186.54,-241.27
308,-108.79,184.72,-247.33
309,-110.9,182.87,-252.78
310,-111.67,180.67,-258.55
311,-113.97,177.97,-265.33
312,-116.65,175.0,-272.0
313,-118.56,171.86,-278.28
314,-120.67,168.57,-284.32
315,-122.2,165.13,-290.12
316,-124.12,161.69,-295.58
317,-126.03,157.91,-301.16
318,-128.52,154.19,-306.27
319,-130.82,150.34,-311.11
320,-133.31,145.66,-316.52
321,-135.61,141.04,-321.43
322,-136.57,136.52,-325.85
323,-139.06,131.32,-330.77
324,-141.55,125.7,-335.65
325,-143.46,120.2,-340.01
326,-145.76,115.24,-343.69
327,-146.91,110.36,-347.01
328,-148.64,104.6,-350.76
329,-150.55,98.13,-354.71
330,-153.04,91.65,-358.37
331,-155.15,86.01,-361.23
332,-157.64,80.03,-364.01
333,-160.32,74.31,-366.36
334,-161.66,68.63,-368.39
335,-163.19,62.23,-370.51
336,-165.68,55.38,-372.58
337,-167.79,48.44,-374.35
338,-169.9,41.71,-375.81
339,-171.43,35.08,-376.99
