mse_w_w_F_test1_1,mse_w_w_F_test1_2,mse_w_w_F_test1_3,mse_w_w_F_test1_4,mse_w_w_F_test1_5,mse_w_w_F_avg
5.905617981494376, 7.998214701476727, 8.771215528009263, 10.435025000790166, 7.9363407912698305
