,Unnamed: 0,Unnamed: 0.1,theta,x,y
0,0,255,0.0,0.0,0.0
1,1,256,-0.19,0.1391843315327815,0.015090455784129101
2,2,257,-0.57,11.01975722581846,1.154534834477429
3,3,258,-1.15,18.423955500881203,1.8868926046676167
4,4,259,-8.42,31.27682261000088,3.0188851290729253
5,5,260,-9.57,39.40819054730091,2.7035195186317096
6,6,261,-10.14,52.71092574859746,1.9128007543508696
7,7,262,-10.33,60.96973619773429,1.349728853766009
8,8,263,-9.95,74.68714642220095,0.3525043385752781
9,9,264,-3.25,81.81978827336599,-0.12143682128457772
10,10,265,-8.61,94.71337446036574,0.5422161289903842
11,11,266,-5.93,102.28153773334144,0.22613912321241253
12,12,267,-6.51,114.76822405904628,0.28239393150953
13,13,268,-7.08,123.04165429930733,0.2338958951147244
14,14,269,-7.27,136.92568835582583,0.019190707859320106
15,15,270,-7.46,144.08241027472798,-0.12020576090863708
16,16,271,-7.66,157.6846012684075,-0.42582017723092935
17,17,272,-8.23,165.68265578402278,-0.6248778704923809
18,18,273,-6.89,179.2843653163486,-1.1115993496116983
19,19,274,-6.89,186.577037897687,-1.2060801486956447
20,20,275,-7.08,200.18402191151563,-1.3703544540874228
21,21,276,-7.46,206.9145677182285,-1.4754883864747477
22,22,277,-6.12,219.39705745212945,-1.7516224898717956
23,23,278,-6.51,228.94171153174304,-1.7427624382435951
24,24,279,-5.36,241.28118683666935,-1.813112982761236
25,25,280,-3.83,249.69643864921457,-1.685296976508144
26,26,281,-3.64,262.1743868903369,-1.1773524009173384
27,27,282,-4.78,271.1436238212703,-0.7782422948308242
28,28,283,-3.64,282.9208573845796,-0.48709010909117245
29,29,284,-1.72,291.3290454305864,-0.10857487427467169
30,30,285,-1.53,304.6244977280552,0.9305825756491097
31,31,286,-1.72,311.4749516154066,1.4821997774043876
32,32,287,-2.11,322.3867833109594,2.3333337550655013
33,33,288,-4.02,329.3828888680368,2.8403909848051456
34,34,289,-4.78,344.8007135758525,3.4156137929981143
35,35,290,-5.74,353.6380706724684,3.6394877461355986
36,36,291,-6.32,365.8388431072156,3.735153808630847
37,37,292,-7.08,372.8523098664663,3.710987367343775
38,38,293,-6.51,387.300626477008,3.4870518374585013
39,39,294,-5.93,395.3013182333747,3.4492177310608123
40,40,295,-6.12,408.05966515327503,3.504750347327437
41,41,296,-6.32,415.2211800923264,3.506693989489989
42,42,297,-6.7,427.2836053545627,3.4867743268359703
43,43,298,-6.89,434.1600435616785,3.427633953831524
44,44,299,-7.66,449.0269910565174,3.239028053332007
45,45,300,-1.34,455.3410617583308,3.0786810156256625
46,46,301,-1.91,467.50016298918433,4.115337785177084
47,47,302,-2.49,476.31105430468216,4.768862250277267
48,48,303,-2.87,489.7551512102967,5.643080982887015
49,49,304,-4.02,495.912676378404,5.998867160423253
50,50,305,-6.51,508.3949361783217,6.467044784147555
51,51,306,-7.08,517.7947757472315,6.41996953842626
52,52,307,-7.46,530.4199242124386,6.21965420831196
53,53,308,-7.27,537.5688601727718,6.059296373911886
54,54,309,-7.08,550.6113209019004,5.813698879751465
55,55,310,-6.89,559.1661127436467,5.675003009626532
56,56,311,-7.46,572.7730967574754,5.5107287042347535
57,57,312,-7.66,579.9319744557754,5.351448759533542
58,58,313,-6.89,592.8328543432966,5.020090754123738
59,59,314,-6.51,600.1244490349361,4.93555169300642
60,60,315,-5.55,613.4500714472794,4.861475221344779
61,61,316,-5.55,621.3064301542958,4.948812880394616
62,62,317,-5.93,635.0600287605577,5.10219272858124
63,63,318,-6.51,642.4899706247079,5.133239392613181
64,64,319,-5.93,655.5439324428557,5.059885112982041
65,65,320,-5.55,663.677341192562,5.09679189016826
66,66,321,-6.51,676.9991335074635,5.2435894331701265
67,67,322,-6.51,685.4227677069227,5.201318004291719
68,68,323,-6.7,698.7483901192661,5.127241532630063
69,69,324,-6.89,705.3432259942196,5.0677454619572275
70,70,325,-7.08,718.104325121863,4.912345801526966
71,71,326,-7.46,725.3991534825991,4.797981526509757
72,72,327,-7.85,738.3056635492915,4.507468362665334
73,73,328,-8.23,747.5580513667458,4.243234232730755
74,74,329,-8.61,761.0184207881413,3.7613057737605664
75,75,330,-8.99,768.3039038392559,3.4548148082808567
76,76,331,-9.95,780.7733331330851,2.83527216552413
77,77,332,-9.57,788.8975115401614,2.307896388687154
78,78,333,-8.99,801.916488629898,1.5367054026711877
79,79,334,-7.85,810.3302960583824,1.1212002205332108
80,80,335,-8.23,818.7456628379191,0.8768603632256311
81,81,336,-8.23,830.8014949982769,0.45388173341220267
82,82,337,-8.42,837.9512681176324,0.19302862964698864
83,83,338,-8.61,842.8506190897649,-1.5777218104420236e-30
84,84,339,-8.61,842.8506190897649,-1.5777218104420236e-30
