mse_b_p_L_test1_1,mse_b_p_L_test1_2,mse_b_p_L_test1_3,mse_b_p_L_test1_4,mse_b_p_L_test1_5,mse_b_p_L_avg
0.6929137155399735, 1.931548838272328, 0.9130837670301302, 1.237583644399361, 1.0076672958230193
