ep,vl,vr,e
1.03,-0.02,0.00
0.66,0.02,0.36
-0.84,0.12,1.07
-0.95,0.80,1.35
0.35,1.60,1.24
1.05,2.04,1.47
0.14,1.91,2.12
-1.12,1.91,2.64
-1.00,2.39,2.45
0.88,2.97,2.06
1.23,2.98,2.21
0.16,2.46,2.79
-1.13,2.27,3.21
-1.04,2.61,2.93
0.38,3.05,2.42
1.25,3.22,2.38
0.58,2.78,2.80
-1.22,2.42,3.24
-1.19,2.72,2.99
0.76,3.25,2.45
1.26,3.30,2.44
0.50,2.78,2.97
-1.14,2.43,3.38
-1.21,2.70,3.16
0.38,3.22,2.57
1.29,3.40,2.48
0.69,2.94,2.98
-1.13,2.47,3.45
-1.15,2.72,3.22
0.28,3.21,2.65
1.27,3.37,2.52
0.68,2.94,2.96
-1.04,2.51,3.41
-1.03,2.69,3.21
0.10,3.17,2.68
1.21,3.32,2.49
0.59,2.93,2.93
-1.09,2.53,3.32
-1.12,2.78,3.14
0.47,3.30,2.61
1.22,3.38,2.53
0.44,2.91,2.98
-1.06,2.51,3.43
-1.04,2.70,3.20
0.03,3.32,2.68
1.24,3.52,2.48
0.97,3.14,2.87
-0.92,2.61,3.25
-1.09,2.69,3.12
0.63,3.19,2.64
1.17,3.21,2.55
0.29,2.75,3.06
-1.05,2.48,3.41
-1.09,2.78,3.15
0.60,3.37,2.62
1.23,3.43,2.57
0.57,2.91,3.08
-1.10,2.51,3.52
-1.13,2.72,3.26
-0.01,2.25,2.68
-1.03,2.08,2.90
-0.97,2.36,2.56
0.98,2.95,2.07
1.22,2.82,2.11
0.21,2.30,2.67
-1.12,2.08,3.00
-1.03,2.34,2.68
0.82,2.87,2.14
1.20,2.78,2.15
-0.07,2.26,2.68
-1.13,2.05,2.85
1.00,2.08,1.73
-0.44,1.66,2.12
-1.00,1.59,2.14
-0.04,1.93,1.79
1.04,2.17,1.61
0.72,1.89,1.85
-1.02,1.51,2.30
-1.08,1.71,2.12
0.47,2.15,1.70
1.02,2.26,1.70
0.15,1.87,2.04
-1.06,1.67,2.33
-0.77,1.96,2.00
0.66,2.29,1.60
