mse_b_b_F_test1_1,mse_b_b_F_test1_2,mse_b_b_F_test1_3,mse_b_b_F_test1_4,mse_b_b_F_test1_5,mse_b_b_F_avg
10.406557122750653, 16.759488968811382, 1.4519978419895312, 1.1306260095882859, 5.713461056414689
