mse_p_w_F_test1_1,mse_p_w_F_test1_2,mse_p_w_F_test1_3,mse_p_w_F_test1_4,mse_p_w_F_test1_5,mse_p_w_F_avg
5.470276343595743, 2.0101454212529264, 2.578774750375298, 2.4681358904246204, 7.998422654391987
