mse_b_p_F_test1_1,mse_b_p_F_test1_2,mse_b_p_F_test1_3,mse_b_p_F_test1_4,mse_b_p_F_test1_5,mse_b_p_F_avg
33.74231503885427, 52.95065326524263, 10.853594758675055, 23.018621444865076, 26.621317319983433
