,theta,x,y
0,0.0,0.0,0.0
1,-0.19,0.14,0.0
2,0.77,0.84,-0.0
3,4.41,3.79,0.04
4,6.9,11.21,0.61
5,5.36,22.36,1.96
6,3.45,32.71,2.93
7,-0.0,42.52,3.52
8,-1.53,50.66,3.52
9,-0.57,57.26,3.34
10,1.92,61.33,3.3
11,6.51,64.7,3.41
12,10.15,68.18,3.81
13,9.0,74.82,5.0
14,5.17,83.69,6.41
15,0.57,92.92,7.24
16,-2.3,102.05,7.33
17,-4.02,109.2,7.05
18,-3.06,115.79,6.58
19,-0.77,121.11,6.3
20,3.06,125.89,6.23
21,8.04,129.53,6.43
22,8.81,134.82,7.18
23,5.75,143.14,8.47
24,2.11,152.5,9.41
25,-1.72,160.92,9.72
26,-3.64,167.94,9.51
27,-3.06,174.8,9.07
28,0.19,179.71,8.81
29,4.21,184.9,8.83
30,5.17,192.61,9.39
31,4.02,200.16,10.08
32,1.92,207.86,10.62
33,-0.38,215.16,10.86
34,-1.53,221.9,10.82
35,-2.3,228.91,10.63
36,-2.11,235.23,10.38
37,-0.19,241.12,10.16
38,1.92,247.44,10.14
39,3.64,254.32,10.37
40,4.02,260.76,10.78
41,4.02,268.04,11.29
42,2.3,274.35,11.73
43,1.92,281.64,12.03
44,2.11,289.08,12.27
45,2.87,296.94,12.56
46,2.68,304.37,12.94
47,2.87,310.96,13.25
48,2.68,317.83,13.59
49,2.11,323.3,13.85
50,1.92,329.62,14.08
51,1.34,336.49,14.31
52,1.72,343.79,14.48
53,2.49,350.53,14.68
54,3.45,357.68,14.99
55,3.06,363.85,15.36
56,3.45,370.3,15.71
57,2.87,376.89,16.11
58,2.68,383.76,16.45
59,2.49,390.63,16.77
60,2.87,397.64,17.08
61,2.68,404.79,17.44
62,3.06,411.53,17.75
63,2.49,417.84,18.09
64,1.92,423.59,18.34
65,1.53,430.04,18.56
66,0.77,437.06,18.74
67,1.34,443.94,18.84
68,2.11,450.68,18.99
69,2.87,457.97,19.26
70,3.06,464.56,19.59
71,3.64,470.87,19.93
72,3.26,477.32,20.34
73,3.06,483.63,20.7
74,2.3,490.08,21.05
75,1.72,497.51,21.34
76,1.34,504.53,21.55
77,1.15,511.13,21.71
78,0.57,518.0,21.85
79,0.77,523.76,21.9
80,1.15,530.22,21.99
81,1.34,536.54,22.12
82,1.72,543.27,22.28
83,2.3,550.71,22.5
84,2.49,558.15,22.8
