,theta,x,y
255,0.0,0.0,0.0
256,0.0,0.0,0.0
257,1.53,1.4,0.0
258,5.17,4.07,0.07
259,6.32,11.62,0.75
260,4.6,22.93,2.01
261,1.92,34.4,2.93
262,0.57,44.08,3.25
263,-0.96,52.51,3.34
264,-1.15,59.11,3.23
265,0.77,64.72,3.11
266,4.98,67.81,3.16
267,9.39,71.03,3.44
268,12.45,74.91,4.08
269,9.96,82.72,5.8
270,6.32,91.99,7.43
271,2.11,101.48,8.48
272,-1.53,109.47,8.78
273,-1.72,116.63,8.58
274,-0.77,122.39,8.41
275,1.72,128.42,8.33
276,4.02,134.6,8.52
277,8.43,140.34,8.92
278,8.81,146.73,9.87
279,7.28,154.22,11.03
280,4.41,161.33,11.94
281,1.15,168.18,12.46
282,-0.0,175.2,12.6
283,-0.0,181.66,12.6
284,0.96,187.98,12.6
285,2.87,194.72,12.72
286,5.17,201.73,13.07
287,4.98,208.3,13.66
288,4.98,215.02,14.25
289,3.45,221.73,14.83
290,2.11,228.6,15.25
291,1.72,235.61,15.51
292,2.11,242.35,15.71
293,2.49,249.09,15.96
294,2.87,256.38,16.27
295,3.26,263.67,16.64
296,3.06,270.54,17.03
297,3.45,276.71,17.36
298,3.26,283.02,17.74
299,3.06,289.61,18.12
300,3.45,297.18,18.52
301,4.41,304.04,18.93
302,4.41,310.76,19.45
303,4.21,317.9,20.0
304,4.21,324.62,20.5
305,4.21,331.35,20.99
306,4.21,338.07,21.49
307,4.6,344.79,21.98
308,4.6,351.51,22.52
309,4.21,358.78,23.11
310,4.02,365.92,23.63
311,3.64,373.21,24.15
312,3.45,380.07,24.58
313,4.02,386.66,24.98
314,4.21,393.24,25.44
315,4.79,399.83,25.93
316,3.64,405.98,26.44
317,3.26,412.43,26.85
318,2.87,419.44,27.25
319,3.26,426.17,27.59
320,3.64,433.18,27.99
321,4.79,440.18,28.43
322,4.79,446.62,28.97
323,5.17,453.05,29.51
324,4.21,459.91,30.13
325,3.45,466.07,30.59
326,2.87,473.78,31.05
327,2.49,480.79,31.4
328,2.49,487.52,31.7
329,2.68,493.83,31.97
330,4.21,499.72,32.25
331,4.02,506.02,32.71
332,4.98,512.33,33.15
333,5.17,518.62,33.7
334,4.6,525.75,34.35
335,3.26,532.89,34.92
336,2.87,539.9,35.32
337,2.68,546.77,35.67
338,2.3,553.5,35.98
339,2.68,559.96,36.24
