,Unnamed: 0,Unnamed: 0.1,theta,x,y
0,0.0,170.0,0.0,0.0,0.0
1,1.0,171.0,0.0,0.0,0.0
2,2.0,172.0,0.0,0.0,0.0
3,3.0,173.0,0.0,0.0,0.0
4,4.0,174.0,0.0,0.0,0.0
5,5.0,175.0,0.0,0.0,0.0
6,6.0,176.0,-0.11599999999999999,1.6174975659773168,0.0346625263874472
7,7.0,177.0,-0.584,8.767460438656077,0.24815740765533983
8,8.0,178.0,-1.044,18.8632078636491,0.49630362339115186
9,9.0,179.0,-1.2,29.64461975948678,0.6899934661264377
10,10.0,180.0,-1.5859999999999999,40.421478105101464,0.8581593760500252
11,11.0,181.0,-2.0140000000000002,49.7569055151173,0.9391364604378719
12,12.0,182.0,-1.7439999999999998,55.06161252967246,0.9676637224552636
13,13.0,183.0,-1.8199999999999998,58.186165741314234,0.981349520533127
14,14.0,184.0,-1.8559999999999999,62.18656625906183,0.9903506343423547
15,15.0,185.0,-2.13,68.40192105600156,1.0015880558213066
16,16.0,186.0,-2.3240000000000003,74.27262689618453,0.9537656888895147
17,17.0,187.0,-2.0140000000000002,83.52865199965052,0.8710971826374468
18,18.0,188.0,-1.8199999999999998,92.8634201045042,0.8929266026195432
19,19.0,189.0,-1.318,100.95004183673893,0.9605469486263954
20,20.0,190.0,-0.968,108.1299858482358,1.0772883243690337
21,21.0,191.0,-0.812,113.2928800867599,1.1744655917736817
22,22.0,192.0,-0.736,118.73949887533976,1.2896880448951218
23,23.0,193.0,-0.966,122.855581805464,1.3447749857402482
24,24.0,194.0,-1.356,130.56814615388564,1.5033966348187924
25,25.0,195.0,-2.128,138.8537603242497,1.5700335053608996
26,26.0,196.0,-2.44,144.01785223614397,1.5671928051581365
27,27.0,197.0,-2.8259999999999996,153.09930571833377,1.5604273788037275
28,28.0,198.0,-2.8259999999999996,160.59198144052974,1.432842871441668
29,29.0,199.0,-2.4379999999999997,166.605977951844,1.2783613047553388
30,30.0,200.0,-1.818,173.98307118081226,1.275188022214095
31,31.0,201.0,-2.09,180.36637391161838,1.309413046645546
32,32.0,202.0,-1.9740000000000002,184.9377018275061,1.280246320146895
33,33.0,203.0,-2.556,190.86594102309607,1.3273830965387954
34,34.0,204.0,-2.748,197.93640842835697,1.270399010343255
35,35.0,205.0,-3.1759999999999997,205.73802599196534,1.1869519979795264
36,36.0,206.0,-3.332,212.48978548581908,1.1038378640779107
37,37.0,207.0,-3.2920000000000003,221.53910150810285,0.881738327762857
38,38.0,208.0,-3.214,229.93361407195812,0.6448128311685668
39,39.0,209.0,-3.136,235.49246506927975,0.5091538725880673
40,40.0,210.0,-3.368,240.80026377790279,0.502660655459092
41,41.0,211.0,-3.446,246.9786134799574,0.28874329327179976
42,42.0,212.0,-3.7159999999999997,252.9063858702895,0.13507728329194216
43,43.0,213.0,-3.7960000000000003,260.00252226947185,0.01256531671365826
44,44.0,214.0,-4.18,268.8526119208156,-0.2370855184442407
45,45.0,215.0,-3.9859999999999998,275.45970359154734,-0.502262303524973
46,46.0,216.0,-3.6799999999999997,281.3006312228725,-0.6949505165460799
47,47.0,217.0,-3.6,288.39698770529617,-0.8452710794360343
48,48.0,218.0,-3.6380000000000003,296.70894092894554,-1.074798029521862
49,49.0,219.0,-3.4859999999999998,303.5180739334852,-1.303364229736764
50,50.0,220.0,-3.7560000000000002,311.4297533810494,-1.497566427997986
51,51.0,221.0,-3.7939999999999996,317.5886643280884,-1.6453986278849277
52,52.0,222.0,-3.6799999999999997,325.0215731626491,-1.88841797933602
53,53.0,223.0,-3.6399999999999997,331.2918338630071,-2.076316694862532
54,54.0,224.0,-3.444,339.03648524072787,-2.2748168276624687
55,55.0,225.0,-3.2520000000000002,347.12178946756006,-2.459511694208344
56,56.0,226.0,-3.022,352.85502765272173,-2.5901215636896624
57,57.0,227.0,-2.5940000000000003,359.5236508375312,-2.6996410005812708
58,58.0,228.0,-2.516,366.9593112476074,-2.7797809767897492
59,59.0,229.0,-2.3600000000000003,373.99505213140844,-2.818650970893395
60,60.0,230.0,-2.128,380.29956650067186,-2.8185428665307155
61,61.0,231.0,-1.8579999999999999,386.4004376100171,-2.8248217740237984
62,62.0,232.0,-1.122,392.22034188413716,-2.8015529816424336
63,63.0,233.0,-1.084,399.4268102884153,-2.6396540606856744
64,64.0,234.0,-0.966,407.684648874695,-2.507678544073179
65,65.0,235.0,-0.89,412.39751519594495,-2.45623296491559
66,66.0,236.0,-0.812,418.2947905347256,-2.3051872743130017
67,67.0,237.0,-0.426,426.52231422104325,-2.083598003210774
68,68.0,238.0,-0.26999999999999996,433.2771467477743,-1.914670565559835
69,69.0,239.0,-0.38599999999999995,437.6704476656852,-1.735396041804919
70,70.0,240.0,-0.658,444.56319702643975,-1.5155164517021202
71,71.0,241.0,-0.774,453.2739450927673,-1.3312487849303487
72,72.0,242.0,-0.542,459.97119435226443,-1.1566242263616617
73,73.0,243.0,-0.776,465.86809069124564,-0.9939891635336592
74,74.0,244.0,-1.126,471.7431975301969,-0.894226590800924
75,75.0,245.0,-1.3559999999999999,480.7095602654551,-0.7576938560465379
76,76.0,246.0,-1.702,487.66075498716754,-0.6355695787383839
77,77.0,247.0,-1.55,491.1238247389867,-0.611349332097617
78,78.0,248.0,-1.046,499.60941470468424,-0.5464793814430748
79,79.0,249.0,-1.046,507.324336859297,-0.4045858482069691
80,80.0,250.0,-1.16,511.4942587425843,-0.3060390327069851
81,81.0,251.0,-1.3559999999999999,520.0914471953304,-0.15089028750480252
