mse_p_b_F_test1_1,mse_p_b_F_test1_2,mse_p_b_F_test1_3,mse_p_b_F_test1_4,mse_p_b_F_test1_5,mse_p_b_F_avg
7.356613006649889, 3.709031566003836, 1.270691290740378, 22.50409032152758, 27.7203347243565
