mse_w_b_F_test1_1,mse_w_b_F_test1_2,mse_w_b_F_test1_3,mse_w_b_F_test1_4,mse_w_b_F_test1_5,mse_w_b_F_avg
19.14196761730034, 4.059194282605798, 11.160316100370315, 12.230849247382752, 37.91492982042884
