ep,vl,vr,e
0.26,0.00,0.00
0.03,0.14,0.14
-0.19,0.55,0.59
-0.24,1.12,1.05
0.07,1.70,1.44
0.20,2.12,1.83
-0.08,2.43,2.29
-0.39,2.71,2.65
0.03,3.03,2.76
0.53,3.22,2.85
0.39,3.18,3.06
-0.60,3.14,3.35
-0.84,3.31,3.36
0.60,3.63,3.13
1.15,3.64,3.14
0.38,3.34,3.55
-1.13,3.13,3.86
-1.09,3.40,3.71
0.66,3.88,3.27
1.27,3.91,3.21
0.73,3.48,3.63
-1.09,3.13,4.03
-1.13,3.30,3.88
-0.08,3.76,3.40
1.15,3.99,3.18
1.11,3.71,3.39
-0.63,3.29,3.89
-1.12,3.29,3.91
-0.53,3.69,3.53
1.08,4.01,3.22
1.21,3.83,3.42
-0.34,3.35,3.89
-1.16,3.24,3.98
-0.85,3.57,3.60
0.95,3.98,3.20
1.27,3.82,3.20
0.39,3.38,3.68
-1.07,3.12,4.00
-1.10,3.40,3.80
0.12,3.88,3.38
1.19,4.04,3.23
1.00,3.73,3.52
-0.60,3.29,3.88
-1.13,3.25,3.94
-0.81,3.62,3.59
0.84,4.02,3.23
1.18,3.91,3.27
0.54,3.49,3.69
-0.94,3.21,4.00
1.18,3.89,3.15
0.89,3.49,3.42
-0.47,3.14,3.77
-1.14,2.42,3.35
-1.01,2.78,2.98
0.80,3.30,2.46
1.23,3.26,2.53
0.28,2.73,3.02
-1.07,2.42,3.42
-1.06,2.68,3.15
0.12,3.14,2.62
-0.67,2.73,3.06
1.02,3.01,2.06
1.24,2.85,2.15
-0.10,2.30,2.78
-1.11,2.10,2.99
-0.84,2.46,2.61
1.08,3.03,2.13
1.24,2.84,2.18
0.11,2.29,2.80
-0.97,2.07,3.10
0.89,2.92,2.15
0.99,2.78,2.12
-0.57,2.21,2.76
-1.04,1.64,2.35
-0.93,1.83,2.08
0.90,2.37,1.67
1.12,2.23,1.75
-0.45,1.79,2.32
-1.06,1.77,2.38
-0.13,2.16,1.98
1.04,2.36,1.73
0.78,2.09,1.94
-0.47,1.67,2.35
-0.58,1.88,2.08
1.04,2.28,1.81
