,Unnamed: 0,Unnamed: 0.1,theta,x,y
0,0,340,-0.38,5.315198513291941,0.3969442836206871
1,1,341,-0.38,9.794963926648308,0.7014140543633001
2,2,342,4.59,19.312939625301656,1.3520588113884107
3,3,343,1.53,22.0887797931855,1.7799739459216475
4,4,344,-1.91,32.130651846194525,2.8006627677455787
5,5,345,-1.53,38.57837955919516,3.071600655468304
6,6,346,-1.53,44.18397154833416,3.339814099017697
7,7,347,-1.91,50.34949788139735,3.6297882983948084
8,8,348,-2.49,58.05745023622328,3.944701771801862
9,9,349,-2.87,64.2304239292043,4.13495367261815
10,10,350,-2.68,71.38663403601569,4.318411861780577
11,11,351,-2.3,76.15054437532196,4.4435449071796995
12,12,352,-2.3,86.81222031356076,4.818599820465613
13,13,353,-4.21,91.85386361685374,4.984529933346841
14,14,354,-4.59,101.1188460513152,4.994554359541332
15,15,355,-3.83,108.13113993625672,4.956679945857488
16,16,356,-4.02,114.72563556519746,5.007938114783504
17,17,357,-4.4,120.04844485047322,5.034420421745573
18,18,358,-5.36,130.01818599878652,5.006826298660177
19,19,359,-5.55,134.918147288185,4.921507119126889
20,20,360,-6.12,141.23610876315965,4.781640036737778
21,21,361,-6.32,150.34393313996517,4.479092319397688
22,22,362,-6.32,157.08043760693238,4.240120424542638
23,23,363,-7.08,164.08842648798918,3.991339711897496
24,24,364,-7.66,169.83544599122888,3.708555643424105
25,25,365,-8.04,179.07158329624588,3.164894275591576
26,26,366,-7.46,185.0982793094848,2.7626068609111942
27,27,367,-6.89,191.11976217078123,2.4301250552233884
28,28,368,-7.08,200.5080077935777,1.9981017618202206
29,29,369,-7.66,206.80871309084444,1.6864725639023572
30,30,370,-7.85,212.2772548941056,1.372863657802946
31,31,371,-2.11,221.5163711430897,0.7893133705460853
32,32,372,-1.53,226.42614125027836,0.9754786051023733
33,33,373,-3.25,232.17134445740248,1.2541183525367419
34,34,374,-6.51,241.0040879900564,1.412364004485799
35,35,375,-7.27,247.4513977911972,1.1517947658690209
36,36,376,-8.04,253.3402627203974,0.8495203117123578
37,37,377,-4.21,262.57164094750084,0.2353085988954649
38,38,378,-3.06,268.7480476584778,0.24531562631048615
39,39,379,-3.25,275.6165525714464,0.38723201199901797
40,40,380,-3.64,280.95409316449184,0.4850093999372335
41,41,381,-3.25,290.7730520549432,0.5965724208081014
42,42,382,-3.83,293.7175481444918,0.6459968948390937
43,43,383,-4.59,304.9423007826879,0.7321839664306039
44,44,384,-4.78,310.97135825379905,0.7011032644006254
45,45,385,-4.98,316.44048138098606,0.6482618065429225
46,46,386,-5.17,327.80202970526614,0.5140244233459401
47,47,387,-5.17,332.570862534552,0.43896813563162895
48,48,388,-5.36,340.2916388133043,0.3136140233874863
49,49,389,-5.36,346.17632598851674,0.20155667248817652
50,50,390,-4.78,352.77350989946166,0.08254219786900582
51,51,391,-5.93,363.43029950989,-0.014076636048092504
52,52,392,-6.51,370.304180986867,-0.2127055374499287
53,53,393,-6.32,375.7752476600664,-0.42584740899673174
54,54,394,-0.57,385.30711884276985,-0.7669218236744844
55,55,395,0.19,388.6707392482368,-0.5558347138677224
56,56,396,0.38,399.716990984809,0.30922168445289566
57,57,397,-3.44,403.9130655462444,0.6526722265620557
58,58,398,-5.55,411.9066522990037,0.7683045149134585
59,59,399,-5.74,418.496098188068,0.6186286147342541
60,60,400,-3.06,426.3532160788753,0.41320600167856203
61,61,401,-2.3,432.2399740499971,0.5419716393087893
62,62,402,-2.3,439.2513597868808,0.7848091335788272
63,63,403,-3.06,446.54271269572666,1.0385270057627185
64,64,404,-3.06,451.3088572430083,1.1337433615935963
65,65,405,-3.64,460.9907297854127,1.335347113132103
66,66,406,-4.02,466.3205323565775,1.402463075510285
67,67,407,-4.4,474.74114485920194,1.439679747099683
68,68,408,-4.02,481.4712373642061,1.4208416450702341
69,69,409,-4.4,486.8040188793379,1.4480686880240807
70,70,410,-4.59,492.2701630625577,1.4351161495907203
71,71,411,-4.78,498.8713613154245,1.3966242498119863
72,72,412,-4.02,508.12310191409983,1.3154091353181707
73,73,413,-4.02,514.0180519811313,1.3344802445314923
74,74,414,-3.83,519.7719013581939,1.363069509572008
75,75,415,-4.59,529.0324153767046,1.432927314902998
76,76,416,-4.59,531.831051698371,1.4213195997768302
77,77,417,-4.98,540.8098184109731,1.3698577627852588
78,78,418,-5.55,544.6038975843012,1.3222843824287556
79,79,419,-5.74,552.0369686692106,1.155388466710726
80,80,420,-5.55,556.3769956146848,1.048308531349719
81,81,421,-6.51,564.9351485393852,0.8551285182945423
82,82,422,-6.51,571.6639149844717,0.5854951978794676
83,83,423,-6.7,579.6588639593177,0.2800596243000513
84,84,424,-6.12,586.248019186419,0.0
