mse_p_w_L_test1_1,mse_p_w_L_test1_2,mse_p_w_L_test1_3,mse_p_w_L_test1_4,mse_p_w_L_test1_5,mse_p_w_L_avg
4.304129185373708, 1.0854030712410885, 0.9676062384201828, 0.6952866503836352, 2.067830397659788
