,theta,x,y
105,-8.32,1.8099999999999739,379.52
106,-9.49,11.639999999999986,378.08
107,-11.23,21.299999999999983,376.46999999999997
108,-13.16,30.20999999999998,374.7
109,-15.49,39.04999999999998,372.63
110,-18.0,47.66999999999999,370.25
111,-19.94,56.03999999999999,367.53
112,-22.07,64.97999999999999,364.28
113,-24.59,74.04999999999998,360.59999999999997
114,-27.49,82.17999999999998,356.88
115,-30.78,89.60999999999999,353.02
116,-33.69,96.79999999999998,348.72999999999996
117,-36.2,105.18999999999997,343.14
118,-38.53,112.50999999999999,337.78
119,-41.24,118.72999999999996,332.83
120,-43.37,125.02999999999997,327.31
121,-45.88,131.94,320.78
122,-48.4,138.95999999999998,313.54999999999995
123,-51.5,144.79999999999995,306.96999999999997
124,-54.01,150.19,300.19
125,-56.34,155.69,292.61
126,-59.05,161.2,284.34999999999997
127,-61.76,166.01,276.31
128,-64.66,170.38,268.19
129,-67.95,173.95999999999998,260.62
130,-69.89,177.26,252.45999999999998
131,-72.41,180.91999999999996,242.46999999999997
132,-75.31,183.88,233.13
133,-78.8,186.12,224.61999999999998
134,-82.09,187.84999999999997,215.85
135,-85.38,189.03999999999996,207.27999999999997
136,-88.28,189.73999999999995,198.64999999999998
137,-91.19,190.0,189.99999999999997
138,-94.28,189.82999999999998,181.48
139,-96.8,189.2,173.13
140,-99.51,188.08999999999997,163.82999999999998
141,-102.41,186.57,154.73999999999998
142,-105.71,184.76999999999998,146.55999999999997
143,-108.22,182.64999999999998,139.04
144,-110.74,179.76999999999998,130.27999999999997
145,-113.45,176.45,121.51999999999998
146,-115.97,173.22999999999996,114.09999999999997
147,-118.29,169.44,106.32
148,-120.81,165.33999999999997,98.69999999999999
149,-122.94,160.32,90.27999999999997
150,-125.84,155.0,82.07
151,-128.74,149.43,74.35999999999996
152,-131.65,143.47999999999996,66.94
153,-133.97,137.45,60.15999999999997
154,-136.68,130.75,53.20999999999998
155,-139.01,123.71999999999997,46.589999999999975
156,-139.59,120.82999999999998,44.079999999999984
157,-139.39,120.94,44.16999999999996
158,-139.39,120.94,44.16999999999996
159,-139.39,120.94,44.16999999999996
160,-139.39,120.94,44.16999999999996
161,-139.39,120.94,44.16999999999996
162,-139.39,120.94,44.16999999999996
163,-139.39,120.94,44.16999999999996
164,-139.39,120.94,44.16999999999996
165,-139.39,120.94,44.16999999999996
166,-139.39,120.94,44.16999999999996
167,-139.39,120.94,44.16999999999996
168,-139.39,120.94,44.16999999999996
169,-139.59,120.07999999999998,43.43000000000001
