,theta,x,y
170,-0.19,-0.14,0.0
171,-0.19,-0.14,0.0
172,1.53,1.4,-0.01
173,5.75,5.33,0.1
174,4.79,13.3,0.9
175,3.06,23.51,1.76
176,0.77,33.61,2.3
177,-1.72,43.29,2.43
178,-1.92,51.29,2.19
179,-0.57,57.05,1.99
180,1.15,62.24,1.94
181,2.3,67.29,2.04
182,2.11,72.77,2.26
183,0.77,79.36,2.51
184,-1.34,87.08,2.61
185,-3.06,94.52,2.43
186,-2.49,101.67,2.05
187,-0.57,108.97,1.73
188,0.19,115.71,1.67
189,1.72,122.16,1.69
190,1.34,128.62,1.88
191,1.34,134.8,2.03
192,0.77,141.39,2.18
193,0.38,148.69,2.28
194,0.0,155.71,2.33
195,-0.57,162.03,2.33
196,-0.96,168.49,2.26
197,-1.92,175.09,2.15
198,-2.11,181.4,1.94
199,-2.3,188.56,1.68
200,-1.72,194.59,1.43
201,-0.77,202.03,1.21
202,-0.19,209.47,1.11
203,-0.77,216.07,1.09
204,-1.15,222.53,1.0
205,-1.34,229.13,0.87
206,-0.77,235.44,0.72
207,-0.38,242.18,0.63
208,0.57,249.06,0.59
209,0.96,256.08,0.66
210,1.34,262.54,0.76
211,0.19,269.28,0.92
212,-1.15,275.88,0.94
213,-1.92,282.89,0.8
214,-1.92,289.63,0.58
215,-0.57,296.23,0.36
216,0.57,303.53,0.28
217,2.11,310.83,0.36
218,1.53,317.14,0.59
219,1.34,324.02,0.77
220,0.38,330.62,0.93
221,-0.19,337.21,0.97
222,-0.77,344.09,0.95
223,0.19,350.69,0.86
224,1.15,357.01,0.88
225,1.15,364.03,1.02
226,1.15,371.05,1.16
227,0.19,377.65,1.3
228,-0.38,383.97,1.32
229,-0.96,390.56,1.27
230,-0.77,397.16,1.16
231,0.19,404.32,1.07
232,1.15,411.48,1.09
233,0.96,417.8,1.22
234,1.53,424.4,1.33
235,0.19,430.71,1.5
236,-0.19,437.45,1.52
237,-0.38,444.61,1.5
238,0.77,451.35,1.45
239,1.34,458.23,1.54
240,1.92,464.83,1.7
241,1.15,471.57,1.92
242,0.38,477.74,2.05
243,-0.38,483.64,2.09
244,-1.15,490.38,2.04
245,-0.38,496.56,1.92
246,0.57,503.72,1.87
247,1.34,511.3,1.95
248,0.96,517.76,2.1
249,0.96,524.49,2.21
250,0.0,531.09,2.32
251,-0.19,537.41,2.32
252,-0.38,544.57,2.3
253,0.77,551.31,2.25
254,1.34,557.91,2.34
