,theta,x,y
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.57,0.7,0.0
173,4.6,3.93,0.03
174,4.79,12.75,0.74
175,3.06,23.8,1.67
176,0.38,35.02,2.27
177,-1.34,43.58,2.33
178,-2.87,51.16,2.15
179,-2.68,57.47,1.83
180,-0.38,62.8,1.58
181,2.68,68.42,1.54
182,6.9,71.5,1.69
183,10.92,74.71,2.08
184,8.43,81.74,3.43
185,3.83,90.63,4.75
186,-0.77,100.16,5.39
187,-3.83,108.86,5.27
188,-3.83,116.43,4.76
189,-2.87,122.73,4.34
190,-0.19,128.9,4.03
191,4.21,133.25,4.02
192,8.81,136.61,4.27
193,8.04,142.44,5.17
194,4.41,150.64,6.33
195,0.77,159.46,7.01
196,-1.53,168.45,7.13
197,-3.06,176.03,6.92
198,-2.49,182.06,6.6
199,-0.57,188.23,6.33
200,1.34,194.13,6.27
201,3.64,200.58,6.43
202,4.79,207.59,6.87
203,4.02,214.58,7.46
204,2.11,221.87,7.97
205,0.0,229.02,8.23
206,-1.34,234.78,8.23
207,-1.72,240.96,8.09
208,-0.77,247.27,7.9
209,-0.38,254.01,7.81
210,0.77,261.31,7.76
211,2.49,268.75,7.86
212,3.45,275.34,8.15
213,3.83,282.07,8.55
214,2.49,287.82,8.94
215,1.15,294.97,9.25
216,0.77,301.99,9.39
217,1.34,308.87,9.48
218,1.72,316.45,9.66
219,2.68,323.04,9.86
220,2.87,329.64,10.16
221,2.87,336.09,10.49
222,2.3,342.68,10.82
223,1.53,349.13,11.08
224,1.15,355.87,11.26
225,1.92,362.61,11.39
226,3.06,369.62,11.63
227,2.68,376.35,11.99
228,2.49,383.22,12.31
229,1.92,389.82,12.6
230,1.92,396.27,12.81
231,2.49,402.59,13.02
232,3.26,409.32,13.32
233,2.87,416.33,13.71
234,2.87,423.34,14.07
235,2.11,430.07,14.4
236,0.77,436.67,14.65
237,0.57,442.98,14.73
238,0.77,449.02,14.79
239,1.72,455.62,14.88
240,2.87,462.64,15.09
241,4.02,469.93,15.46
242,3.83,476.51,15.92
243,3.45,483.24,16.37
244,2.68,489.68,16.76
245,2.49,496.56,17.08
246,2.11,503.01,17.36
247,2.3,509.6,17.6
248,2.11,516.48,17.88
249,2.68,523.63,18.14
250,2.68,530.65,18.47
251,1.72,536.96,18.77
252,1.92,543.27,18.96
253,1.92,549.17,19.15
254,2.49,555.48,19.37
