,theta,x,y
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,1.53,1.12,0.0
3,5.17,4.07,0.08
4,6.13,11.76,0.77
5,3.26,23.35,2.02
6,0.38,34.7,2.67
7,-2.87,44.11,2.73
8,-3.45,51.82,2.34
9,-2.11,57.29,2.01
10,2.3,61.36,1.86
11,7.09,64.87,2.0
12,11.88,68.63,2.47
13,10.34,75.22,3.86
14,5.94,84.2,5.5
15,0.96,93.98,6.51
16,-3.06,102.54,6.66
17,-4.98,109.27,6.3
18,-4.79,115.56,5.75
19,-0.77,120.46,5.34
20,4.98,124.67,5.28
21,10.34,128.59,5.62
22,8.81,134.94,6.78
23,4.21,144.1,8.2
24,-0.38,153.06,8.86
25,-3.45,161.77,8.8
26,-4.21,169.34,8.35
27,-2.68,175.78,7.87
28,-0.38,181.95,7.58
29,4.21,186.72,7.55
30,9.0,190.22,7.81
31,8.04,196.46,8.8
32,3.64,204.67,9.96
33,-0.77,212.93,10.48
34,-4.21,221.36,10.37
35,-4.79,229.06,9.8
36,-2.68,235.91,9.23
37,-0.38,241.24,8.98
38,4.98,245.46,8.95
39,9.19,249.37,9.29
40,7.85,256.72,10.48
41,4.41,265.34,11.67
42,1.15,274.72,12.39
43,-1.92,282.86,12.56
44,-2.11,289.74,12.33
45,-0.96,296.19,12.09
46,0.77,301.67,12.0
47,5.17,306.02,12.06
48,8.24,309.66,12.38
49,6.7,317.16,13.47
50,3.45,326.22,14.54
51,-0.0,335.75,15.11
52,-2.3,343.06,15.11
53,-1.92,349.79,14.84
54,-0.38,355.68,14.64
55,3.45,361.3,14.61
56,8.62,365.64,14.87
57,9.77,371.47,15.75
58,6.51,379.36,17.11
59,2.49,387.87,18.08
60,-1.15,395.59,18.42
61,-3.06,402.61,18.28
62,-2.49,409.19,17.92
63,-1.53,415.51,17.65
64,0.38,421.68,17.48
65,3.45,427.86,17.52
66,4.98,434.31,17.91
67,4.79,440.6,18.46
68,4.21,447.74,19.06
69,3.06,454.18,19.53
70,2.11,461.33,19.92
71,1.72,468.35,20.17
72,2.3,475.78,20.4
73,1.92,481.96,20.65
74,2.49,488.27,20.86
75,2.68,494.58,21.13
76,2.49,500.89,21.43
77,2.49,507.35,21.71
78,2.49,514.08,22.0
79,1.92,521.23,22.31
80,2.11,528.11,22.54
81,2.11,535.41,22.81
82,1.72,541.86,23.05
83,2.68,548.46,23.25
84,3.26,554.49,23.53
